NFDBFIREID,SRC_AGENCY,FIRE_ID,FIRENAME,LATITUDE,LONGITUDE,YEAR,MONTH,DAY,REP_DATE,OUT_DATE,SIZE_HA,CAUSE,FIRE_TYPE,RESPONSE,PROTZONE,FN_indicator,dist_to_FN_km,n_FN_20km,n_FN_50km,n_FN_100km,any_evac,n_evac,n_FN_evac,total_evac_size,total_population,mean_match_dist_km,mean_evac_duration_days
AB-1999-E04100,AB,E04100,,55.799,-113.3878,1999,7,11,1999-07-11,1999-09-30,451.9,N,Crown,,,False,6.5389988062966875,1,5,8,False,0.0,0.0,0.0,0.0,,
AB-2000-E04039,AB,E04039,,55.9011,-113.0342,2000,6,3,2000-06-03,2000-06-20,663.2,N,Crown,,,False,22.620320582393784,0,4,7,False,0.0,0.0,0.0,0.0,,
AB-1998-E01049,AB,E01049,,56.4026,-110.0245,1998,5,27,1998-05-27,1998-07-08,320.0,N,Crown,,,False,26.278441537848526,0,2,14,True,1.0,0.0,,34.0,10.771634583542083,
AB-1998-E01079,AB,E01079,,56.3622,-110.3383,1998,6,22,1998-06-22,1998-07-18,890.7,N,Crown,,,False,45.16651316912397,0,6,11,False,0.0,0.0,0.0,0.0,,
AB-1998-E01082,AB,E01082,,56.3667,-110.4333,1998,6,23,1998-06-23,1998-08-31,586.1,N,Crown,,,False,41.109732869399984,0,6,11,False,0.0,0.0,0.0,0.0,,
AB-1999-E01012,AB,E01012,,56.5767,-110.2256,1999,5,25,1999-05-25,1999-06-17,295.0,N,Crown,,,False,41.242459479026415,0,3,12,False,0.0,0.0,0.0,0.0,,
AB-1999-E02066,AB,E02066,,56.2535,-110.5316,1999,7,9,1999-07-09,1999-07-31,523.4,N,Crown,,,False,32.501911284570035,0,6,11,False,0.0,0.0,0.0,0.0,,
AB-1999-E02099,AB,E02099,,56.3226,-110.2089,1999,7,20,1999-07-20,1999-09-30,3261.2,N,Ground,,,False,37.3918628014212,0,4,14,False,0.0,0.0,0.0,0.0,,
AB-2001-LWF026,AB,LWF026,,55.9881,-110.638,2001,4,27,2001-04-27,2002-03-31,650.0,H,Ground,,,False,4.124051922584893,2,3,11,False,0.0,0.0,0.0,0.0,,
AB-1996-W07002,AB,W07002,,55.4814,-116.1119,1996,5,2,1996-05-02,1996-05-06,240.0,H,Surface,,,True,0.0,7,9,20,False,0.0,0.0,0.0,0.0,,
AB-1998-W07003,AB,W07003,,55.4124,-116.0584,1998,4,12,1998-04-12,1998-04-17,260.0,H,Surface,,,False,0.3851228986716663,5,9,19,False,0.0,0.0,0.0,0.0,,
AB-1998-W07010,AB,W07010,,55.412,-115.3441,1998,4,26,1998-04-26,1998-04-28,402.0,H,Surface,,,True,0.0,3,8,15,False,0.0,0.0,0.0,0.0,,
AB-1998-W07041,AB,W07041,,55.4705,-116.7265,1998,5,4,1998-05-04,1998-06-02,967.0,H,Crown,,,False,29.637870159151646,0,6,18,True,1.0,0.0,,2907.0,17.327103326878536,0.0
AB-1998-W07122,AB,W07122,,55.5338,-115.2429,1998,8,6,1998-08-06,1998-12-31,17376.0,N,Surface,,,False,9.331206976939912,3,8,20,False,0.0,0.0,0.0,0.0,,
AB-1998-W07126,AB,W07126,,55.5629,-115.2426,1998,8,6,1998-08-06,1998-08-09,1800.0,N,Surface,,,False,11.291956573890605,3,8,22,False,0.0,0.0,0.0,0.0,,
AB-1998-W07130,AB,W07130,,55.5192,-115.3723,1998,8,6,1998-08-06,1998-08-11,926.0,N,Surface,,,False,3.1509142236484546,3,12,20,False,0.0,0.0,0.0,0.0,,
AB-1999-W07114,AB,W07114,,55.4084,-115.3441,1999,11,1,1999-11-01,1999-11-02,485.6,H,Surface,,,True,0.0,3,8,15,False,0.0,0.0,0.0,0.0,,
AB-2000-W07016,AB,W07016,,55.3921,-115.7639,2000,4,22,2000-04-22,2000-05-12,207.8,H,Surface,,,True,0.0,3,10,17,False,0.0,0.0,0.0,0.0,,
AB-2000-W07021,AB,W07021,,55.2466,-115.3536,2000,4,27,2000-04-27,2000-05-12,235.1,H,Surface,,,False,8.629265233474406,2,7,15,False,0.0,0.0,0.0,0.0,,
AB-2000-W07022,AB,W07022,,55.2829,-115.4691,2000,4,27,2000-04-27,2000-06-05,1214.0,H,Surface,,,False,4.445831488872068,2,8,15,False,0.0,0.0,0.0,0.0,,
AB-1998-W05151,AB,W05151,,55.6211,-115.165,1998,8,6,1998-08-06,1998-08-10,400.0,N,Surface,,,False,19.19471260191827,1,8,24,False,0.0,0.0,0.0,0.0,,
AB-1998-E02077,AB,E02077,,55.4262,-111.9697,1998,5,28,1998-05-28,1998-07-05,3790.0,N,Surface,,,False,44.65848467025788,0,2,7,False,0.0,0.0,0.0,0.0,,
AB-1998-E02088,AB,E02088,,55.5044,-111.945,1998,6,23,1998-06-23,1998-07-19,1301.0,N,Crown,,,False,51.32807040148277,0,0,8,False,0.0,0.0,0.0,0.0,,
AB-1998-E03010,AB,E03010,,55.6894,-112.3019,1998,5,14,1998-05-14,1998-05-25,330.0,H,Crown,,,False,57.08784484204907,0,0,8,False,0.0,0.0,0.0,0.0,,
AB-1999-E02045,AB,E02045,,55.8244,-111.1926,1999,5,26,1999-05-26,1999-06-24,939.0,N,Surface,,,False,28.191470406079343,0,3,10,False,0.0,0.0,0.0,0.0,,
AB-1999-E02107,AB,E02107,,55.5239,-111.7581,1999,7,20,1999-07-20,1999-09-30,10349.3,N,Surface,,,False,49.43644679647638,0,1,8,False,0.0,0.0,0.0,0.0,,
AB-1999-E03034,AB,E03034,,55.5044,-112.4631,1999,6,18,1999-06-18,1999-07-08,242.0,N,Crown,,,False,52.97356074948073,0,0,8,False,0.0,0.0,0.0,0.0,,
AB-1999-E02046,AB,E02046,,55.9736,-111.1207,1999,5,26,1999-05-26,1999-07-01,1491.2,N,Surface,,,False,22.001007477066533,0,3,11,False,0.0,0.0,0.0,0.0,,
AB-1999-W01020,AB,W01020,,55.9161,-119.2457,1999,10,16,1999-10-16,1999-12-31,333.2,H,Ground,,,False,65.90214986855047,0,0,7,True,2.0,0.0,,,2.9501595768761826,1.0
AB-1998-W05025,AB,W05025,,55.6672,-114.6842,1998,5,18,1998-05-18,1998-05-27,457.3,N,Surface,,,False,39.182654005477744,0,6,25,False,0.0,0.0,0.0,0.0,,
AB-1999-E04056,AB,E04056,,55.8354,-114.855,1999,6,18,1999-06-18,1999-06-28,250.0,N,Crown,,,False,30.470591119722588,0,4,27,False,0.0,0.0,0.0,0.0,,
AB-1999-W07057,AB,W07057,,55.68,-115.2717,1999,7,23,1999-07-23,1999-08-24,530.0,N,Crown,,,False,21.609779927927583,0,8,26,False,0.0,0.0,0.0,0.0,,
AB-1999-E02038,AB,E02038,,55.7917,-110.684,1999,5,25,1999-05-25,1999-06-29,7206.9,N,Crown,,,False,11.590044088459768,2,3,10,True,1.0,0.0,,252.0,12.967220409474956,
AB-1999-E02040,AB,E02040,,55.9008,-110.9902,1999,5,25,1999-05-25,1999-06-30,2481.6,N,Surface,,,False,14.050621292341901,1,3,11,False,0.0,0.0,0.0,0.0,,
AB-1999-E02043,AB,E02043,,55.8547,-110.9578,1999,5,25,1999-05-25,1999-06-30,1291.1,N,Crown,,,False,13.701745379326926,1,3,9,False,0.0,0.0,0.0,0.0,,
AB-1999-E02044,AB,E02044,,55.75,-110.1833,1999,5,25,1999-05-25,1999-08-08,8316.1,N,Surface,,,False,24.471688861028717,0,3,11,False,0.0,0.0,0.0,0.0,,
AB-1999-E02121,AB,E02121,,55.9445,-110.0114,1999,7,25,1999-07-25,1999-09-02,200.0,N,Crown,,,False,26.305683415937,0,4,13,False,0.0,0.0,0.0,0.0,,
AB-2001-LWF051,AB,LWF051,,55.6524,-110.6624,2001,5,13,2001-05-13,2001-05-30,944.9,N,Crown,,,False,10.22186407561702,1,3,10,False,0.0,0.0,0.0,0.0,,
AB-2001-LWF058,AB,LWF058,,55.8353,-110.7553,2001,5,13,2001-05-13,2001-05-30,227.2,N,Crown,,,False,7.1637300588940835,2,3,10,False,0.0,0.0,0.0,0.0,,
AB-2001-GWF016,AB,GWF016,,54.5632,-118.5561,2001,5,18,2001-05-18,2001-06-12,207.5,H,Crown,,,False,72.94585600159526,0,0,3,False,0.0,0.0,0.0,0.0,,
AB-1998-E02070,AB,E02070,,55.4208,-110.6524,1998,5,24,1998-05-24,1998-07-20,10330.0,N,Crown,,,False,17.84109416033549,1,1,7,True,1.0,0.0,,,8.576466990968681,3.0
AB-1998-E02076,AB,E02076,,54.9912,-110.7864,1998,5,27,1998-05-27,1998-07-17,9263.0,H,Crown,,,False,40.20247567590873,0,1,14,False,0.0,0.0,0.0,0.0,,
AB-1998-E02083,AB,E02083,,55.0075,-110.7667,1998,6,23,1998-06-23,1998-07-17,850.0,N,Crown,,,False,41.005120203951044,0,1,13,False,0.0,0.0,0.0,0.0,,
AB-1999-E02089,AB,E02089,,55.5335,-111.4797,1999,7,20,1999-07-20,1999-08-21,1000.0,N,Crown,,,False,49.252380520793885,0,1,8,False,0.0,0.0,0.0,0.0,,
AB-1999-E02091,AB,E02091,,55.2841,-111.8579,1999,7,20,1999-07-20,1999-09-07,8321.1,N,Crown,,,False,27.98357912631823,0,2,7,False,0.0,0.0,0.0,0.0,,
AB-1999-E02109,AB,E02109,,55.2244,-111.1396,1999,7,20,1999-07-20,1999-09-30,3215.0,N,Crown,,,False,22.83605993966579,0,2,8,False,0.0,0.0,0.0,0.0,,
AB-1999-E02111,AB,E02111,,55.2093,-111.5013,1999,7,20,1999-07-20,1999-09-07,2046.8,N,Crown,,,False,13.874525139917193,1,2,7,False,0.0,0.0,0.0,0.0,,
AB-1999-E02112,AB,E02112,,54.6904,-110.3004,1999,7,22,1999-07-22,1999-09-07,891.0,N,Surface,,,False,13.971242503688847,2,5,25,False,0.0,0.0,0.0,0.0,,
AB-1999-E02117,AB,E02117,,55.1516,-110.0496,1999,7,21,1999-07-21,1999-08-21,844.0,N,Crown,,,False,44.100001437909164,0,1,12,False,0.0,0.0,0.0,0.0,,
AB-1998-E03057,AB,E03057,,55.4772,-113.0872,1998,8,8,1998-08-08,1998-09-01,586.7,N,Crown,,,False,23.7050983259347,0,2,9,False,0.0,0.0,0.0,0.0,,
AB-1999-E03067,AB,E03067,,55.0783,-113.0233,1999,7,21,1999-07-21,1999-10-01,2951.2,N,Crown,,,False,22.825275074428518,0,1,6,False,0.0,0.0,0.0,0.0,,
AB-1999-E04026,AB,E04026,,55.3836,-114.1603,1999,5,24,1999-05-24,1999-06-22,1952.2,N,Surface,,,False,28.30226912301138,0,2,14,False,0.0,0.0,0.0,0.0,,
AB-2001-LWF073,AB,LWF073,,54.9339,-114.0454,2001,5,28,2001-05-28,2002-03-31,11520.0,H,Crown,,,False,51.52924994271641,0,0,6,True,8.0,0.0,,202010121810495.0,52.766265628613155,1.375
AB-1998-N03018,AB,N03018,,54.7068,-116.5306,1998,5,2,1998-05-02,1998-10-05,163138.1,N,Crown,,,False,41.859991318920976,0,1,13,False,0.0,0.0,0.0,0.0,,
AB-1998-W05047,AB,W05047,,54.9376,-114.2045,1998,5,24,1998-05-24,1998-07-01,2362.6,N,Crown,,,False,45.190915286219905,0,1,7,False,0.0,0.0,0.0,0.0,,
AB-2001-LWF063,AB,LWF063,,54.8267,-114.1948,2001,5,23,2001-05-23,2002-03-31,104534.3,H,Crown,,,False,56.07870780194058,0,0,6,False,0.0,0.0,0.0,0.0,,
AB-2001-LWF069,AB,LWF069,,54.5922,-114.1586,2001,5,28,2001-05-28,2001-07-09,272.0,H,Surface,,,False,49.67311321253148,0,1,7,True,3.0,0.0,,2153050.0,40.37636134235373,1.6666666666666667
AB-1998-N03022,AB,N03022,,54.7884,-116.3076,1998,5,2,1998-05-02,1998-05-05,5830.0,N,Crown,,,False,51.03500805189612,0,0,15,True,1.0,0.0,,2348.0,57.79565952064262,2.0
AB-1998-N03024,AB,N03024,,54.6795,-116.4643,1998,5,2,1998-05-02,1998-05-05,2029.0,N,Crown,,,False,38.57890953408548,0,1,11,False,0.0,0.0,0.0,0.0,,
AB-1998-N03052,AB,N03052,,54.7449,-114.9399,1998,5,24,1998-05-24,1998-06-28,4875.3,N,Crown,,,False,44.6637552676926,0,1,8,True,1.0,0.0,,2348.0,29.367033339117253,2.0
AB-1998-W05015,AB,W05015,,55.2102,-114.6228,1998,5,2,1998-05-02,1998-12-31,49670.0,H,Crown,,,False,7.715085011292935,2,4,16,False,0.0,0.0,0.0,0.0,,
AB-1998-W05142,AB,W05142,,54.9376,-114.9672,1998,8,6,1998-08-06,1998-12-31,35581.5,N,Surface,,,False,39.083863750397626,0,3,12,False,0.0,0.0,0.0,0.0,,
AB-1998-W07135,AB,W07135,,54.9165,-115.9372,1998,8,6,1998-08-06,1998-10-16,885.0,N,Surface,,,False,44.76370329571626,0,1,17,False,0.0,0.0,0.0,0.0,,
AB-1998-W07149,AB,W07149,,55.0008,-116.0087,1998,8,8,1998-08-08,1998-10-16,547.8,N,Crown,,,False,37.09234538605758,0,3,18,False,0.0,0.0,0.0,0.0,,
AB-1999-W07094,AB,W07094,,54.8831,-114.9989,1999,9,20,1999-09-20,1999-12-31,1463.0,N,Ground,,,False,45.21223132520441,0,2,10,False,0.0,0.0,0.0,0.0,,
AB-2001-LWF023,AB,LWF023,,54.7785,-111.8826,2001,4,24,2001-04-24,2001-05-08,250.0,H,Crown,,,False,6.64798635479657,1,4,8,False,0.0,0.0,0.0,0.0,,
AB-1999-E02114,AB,E02114,,55.0425,-111.2772,1999,7,20,1999-07-20,1999-10-22,6600.0,N,Crown,,,False,9.197306857098793,1,2,11,False,0.0,0.0,0.0,0.0,,
AB-1997-W01021,AB,W01021,,54.2339,-118.8081,1997,12,14,1997-12-14,1997-12-23,256.0,H,Surface,,,False,109.30864793467639,0,0,0,False,0.0,0.0,0.0,0.0,,
AB-2000-E02021,AB,E02021,,54.4673,-111.3089,2000,4,22,2000-04-22,2000-05-16,356.0,H,Surface,,,False,33.35549087971718,0,4,17,False,0.0,0.0,0.0,0.0,,
AB-1997-N01021,AB,N01021,,53.3827,-117.7324,1997,12,14,1997-12-14,1998-01-02,445.0,H,Surface,,,False,69.5714207030584,0,0,2,True,1.0,0.0,,10092.0,1.2094806435590402,
AB-1998-N02017,AB,N02017,,53.7774,-115.7541,1998,5,1,1998-05-01,1998-05-15,388.2,H,Crown,,,False,45.25607105934192,0,1,7,False,0.0,0.0,0.0,0.0,,
AB-1998-N02021,AB,N02021,,53.5519,-115.371,1998,5,3,1998-05-03,1998-06-02,10886.3,H,Surface,,,False,53.584364053543496,0,0,10,True,1.0,0.0,,,0.5748828689961697,0.0
AB-1998-S04012,AB,S04012,,52.9506,-114.9105,1998,5,14,1998-05-14,1998-05-14,350.0,H,Crown,,,False,14.808462491129484,1,3,15,False,0.0,0.0,0.0,0.0,,
AB-1998-N02020,AB,N02020,,53.4736,-116.7557,1998,5,3,1998-05-03,1998-05-24,390.0,H,Crown,,,False,60.91604893296323,0,0,4,False,0.0,0.0,0.0,0.0,,
AB-1998-N02022,AB,N02022,,53.1594,-115.4329,1998,5,3,1998-05-03,1998-05-21,325.0,H,Surface,,,False,33.08955102025509,0,2,10,False,0.0,0.0,0.0,0.0,,
AB-1997-N02037,AB,N02037,,53.1667,-117.4925,1997,12,14,1997-12-14,1997-12-31,2800.0,H,Surface,,,False,41.38546822197386,0,1,2,False,0.0,0.0,0.0,0.0,,
AB-2017-RWF062,AB,RWF062,,52.23025,-116.615167,2017,8,31,2017-08-31,2017-10-27,842.0,H,Crown,,,False,25.52363011441774,0,1,5,False,0.0,0.0,0.0,0.0,,
AB-2017-RWF063,AB,RWF063,,51.995583,-116.143167,2017,8,31,2017-08-31,2017-10-27,628.0,H,Crown,,,False,38.76164457233148,0,1,4,False,0.0,0.0,0.0,0.0,,
AB-2018-RWF045,AB,RWF045,,51.879,-116.382,2018,7,29,2018-07-29,2018-09-25,1738.0,N,Crown,,,False,50.95300215157114,0,0,2,False,0.0,0.0,0.0,0.0,,
AB-2018-RWF049,AB,RWF049,,51.85565,-115.704317,2018,8,7,2018-08-07,2018-09-25,1129.0,N,Crown,,,False,59.82137130538066,0,0,6,False,0.0,0.0,0.0,0.0,,
AB-1997-S01019,AB,S01019,,49.6876,-113.9243,1997,12,14,1997-12-14,1998-04-07,309.0,H,Surface,,,False,1.3350856751357987,2,3,5,False,0.0,0.0,0.0,0.0,,
AB-2017-CWF258,AB,CWF258,,50.085883,-114.2537,2017,10,25,2017-10-25,2018-05-07,1535.0,H,Surface,,,False,38.12545499666814,0,2,5,True,1.0,0.0,,1475.0,53.89916540434942,
AB-2004-MWF047,AB,MWF047,,59.702667,-110.803167,2004,7,11,2004-07-11,2004-09-10,600.0,N,Crown,,,False,15.060773481469877,2,10,18,False,0.0,0.0,0.0,0.0,,
AB-2004-MWF175,AB,MWF175,,59.211033,-110.572417,2004,7,12,2004-07-12,2004-07-25,2600.0,N,Crown,,,False,29.21273068544306,0,4,23,False,0.0,0.0,0.0,0.0,,
AB-2004-MWF182,AB,MWF182,,59.174583,-110.6227,2004,7,17,2004-07-17,2004-12-08,34389.0,N,Surface,,,False,24.72406751986424,0,4,24,False,0.0,0.0,0.0,0.0,,
AB-2004-MWF194,AB,MWF194,,59.659086,-110.026821,2004,7,17,2004-07-17,2004-09-10,370.0,N,Crown,,,False,10.918581082456491,1,4,12,False,0.0,0.0,0.0,0.0,,
AB-2004-HWF208,AB,HWF208,,59.877378,-116.549331,2004,7,12,2004-07-12,2005-04-29,1444.0,N,Crown,,,False,102.56086779651221,0,0,0,False,0.0,0.0,0.0,0.0,,
AB-2004-HWF213,AB,HWF213,,59.675367,-116.419983,2004,7,12,2004-07-12,2005-04-29,12617.2,N,Crown,,,False,97.43164699895448,0,0,1,False,0.0,0.0,0.0,0.0,,
AB-2004-HWF261,AB,HWF261,,59.692,-116.926333,2004,7,17,2004-07-17,2004-07-28,346.2,N,Surface,,,False,80.08427720719774,0,0,3,False,0.0,0.0,0.0,0.0,,
AB-2004-HWF268,AB,HWF268,,59.730283,-116.630833,2004,7,16,2004-07-16,2005-04-29,1581.0,N,Surface,,,False,93.36511212860717,0,0,2,False,0.0,0.0,0.0,0.0,,
AB-2004-HWF286,AB,HWF286,,59.805167,-116.698333,2004,7,20,2004-07-20,2005-04-29,4259.0,N,Surface,,,False,96.79055526832768,0,0,2,False,0.0,0.0,0.0,0.0,,
AB-2005-HWF264,AB,HWF264,,59.791973,-116.618538,2005,7,1,2005-07-01,2005-08-03,1493.86,N,Surface,,,False,98.88138529505535,0,0,1,False,0.0,0.0,0.0,0.0,,
AB-2004-HWF218,AB,HWF218,,59.956963,-119.7345,2004,7,13,2004-07-13,2004-08-14,7187.9,N,Surface,,,False,68.96886126701834,0,0,2,False,0.0,0.0,0.0,0.0,,
AB-2003-HWF094,AB,HWF094,,59.4769,-119.0819,2003,7,27,2003-07-27,2003-10-15,7161.0,N,Ground,,,False,33.352207771955435,0,2,6,False,0.0,0.0,0.0,0.0,,
AB-2003-HWF102,AB,HWF102,,59.9858,-118.8387,2003,7,27,2003-07-27,2003-10-15,7062.5,N,Crown,,,False,35.79167825563925,0,2,2,False,0.0,0.0,0.0,0.0,,
AB-2004-HWF229,AB,HWF229,,59.847904,-118.122683,2004,7,16,2004-07-16,2005-04-26,225.3,N,Crown,,,False,27.84972588824509,0,2,3,False,0.0,0.0,0.0,0.0,,
AB-2004-HWF236,AB,HWF236,,59.775632,-117.856372,2004,7,15,2004-07-15,2005-04-26,571.3,N,Surface,,,False,34.92823691380937,0,2,3,False,0.0,0.0,0.0,0.0,,
AB-2004-HWF267,AB,HWF267,,59.593568,-118.610155,2004,7,16,2004-07-16,2005-04-26,13468.8,N,Crown,,,False,7.957191186134571,2,2,6,False,0.0,0.0,0.0,0.0,,
AB-2004-HWF296,AB,HWF296,,59.789763,-119.21169,2004,7,17,2004-07-17,2005-04-26,107828.6,N,Surface,,,False,35.60419643801048,0,2,3,False,0.0,0.0,0.0,0.0,,
AB-2004-HWF297,AB,HWF297,,59.840681,-118.471222,2004,7,23,2004-07-23,2005-04-26,322.8,N,Surface,,,False,18.625016764324723,1,2,3,False,0.0,0.0,0.0,0.0,,
AB-2004-HWF315,AB,HWF315,,59.78913,-119.46852,2004,7,29,2004-07-29,2004-08-01,364.0,N,Crown,,,False,48.943504554486694,0,1,3,False,0.0,0.0,0.0,0.0,,
AB-2004-HWF322,AB,HWF322,,59.976,-119.175833,2004,8,7,2004-08-07,2005-04-26,211.2,N,Surface,,,False,45.22995525006814,0,1,2,False,0.0,0.0,0.0,0.0,,
AB-2005-HWF225,AB,HWF225,,59.876667,-117.838333,2005,6,30,2005-06-30,2005-08-03,416.08,N,Ground,,,False,41.28026771369232,0,2,3,False,0.0,0.0,0.0,0.0,,
AB-2003-HWF086,AB,HWF086,,58.2958,-118.1756,2003,7,16,2003-07-16,2003-08-22,273.0,N,Crown,,,False,50.41863503934864,0,0,6,False,0.0,0.0,0.0,0.0,,
AB-2004-HWF005,AB,HWF005,,58.82,-118.739,2004,4,17,2004-04-17,2004-04-22,568.9,H,Surface,,,False,0.6426902662527018,2,3,7,False,0.0,0.0,0.0,0.0,,
AB-2004-HWF006,AB,HWF006,,58.852267,-118.780761,2004,4,17,2004-04-17,2004-04-18,306.5,H,Surface,,,False,4.27988896382359,2,3,6,False,0.0,0.0,0.0,0.0,,
AB-2004-HWF007,AB,HWF007,,58.841167,-118.836333,2004,4,19,2004-04-19,2004-04-22,696.0,H,Surface,,,False,4.470610076922895,2,3,6,False,0.0,0.0,0.0,0.0,,
AB-2004-HWF241,AB,HWF241,,59.273759,-119.898332,2004,7,15,2004-07-15,2005-04-29,726.0,N,Crown,,,False,61.917855841122446,0,0,5,False,0.0,0.0,0.0,0.0,,
AB-2004-HWF298,AB,HWF298,,59.499548,-116.235429,2004,7,24,2004-07-24,2005-04-29,11154.0,N,Ground,,,False,94.89241539481267,0,0,1,False,0.0,0.0,0.0,0.0,,
AB-2004-HWF336,AB,HWF336,,59.104,-118.047,2004,9,25,2004-09-25,2005-04-29,316.3,H,Surface,,,False,14.766519822952276,1,2,7,False,0.0,0.0,0.0,0.0,,
AB-2005-HWF051,AB,HWF051,,58.81046,-118.749117,2005,4,30,2005-04-30,2005-05-12,207.6,H,Surface,,,False,0.0026835088092494906,2,3,7,False,0.0,0.0,0.0,0.0,,
AB-2005-HWF104,AB,HWF104,,58.786802,-118.907684,2005,5,8,2005-05-08,2005-06-23,7010.3,H,Surface,,,False,5.870444020985421,3,3,6,False,0.0,0.0,0.0,0.0,,
AB-2005-HWF124,AB,HWF124,,58.717817,-118.761667,2005,5,14,2005-05-14,2005-06-27,3563.0,H,Crown,,,True,0.0,2,3,6,False,0.0,0.0,0.0,0.0,,
AB-2019-HWF088,AB,HWF088,,58.846433,-117.5365,2019,6,18,2019-06-18,,216.0,N,Wildfire,,,False,22.35325259307663,0,2,9,True,4.0,0.0,,4832162186011171.0,76.91188216171423,8.5
AB-2004-HWF200,AB,HWF200,,58.736363,-115.078023,2004,7,11,2004-07-11,2004-07-28,790.0,N,Surface,,,False,17.731164340778594,1,5,11,False,0.0,0.0,0.0,0.0,,
AB-2003-HWF113,AB,HWF113,,59.2778,-114.8919,2003,7,30,2003-07-30,2003-10-30,29936.0,N,Surface,,,False,76.70564742770102,0,0,4,False,0.0,0.0,0.0,0.0,,
AB-2004-HWF264,AB,HWF264,,59.38326,-114.668977,2004,7,15,2004-07-15,2004-09-02,650.5,N,Crown,,,False,89.87234546650434,0,0,2,False,0.0,0.0,0.0,0.0,,
AB-2004-HWF288,AB,HWF288,,59.107044,-115.259662,2004,7,17,2004-07-17,2004-09-02,228.0,N,Surface,,,False,58.13250299007375,0,0,9,False,0.0,0.0,0.0,0.0,,
AB-2005-HWF158,AB,HWF158,,59.261033,-115.259533,2005,6,3,2005-06-03,2005-06-10,1700.0,N,Crown,,,False,74.77793654774503,0,0,7,False,0.0,0.0,0.0,0.0,,
AB-2005-HWF167,AB,HWF167,,59.336943,-115.127222,2005,6,3,2005-06-03,2005-08-04,43000.0,N,Ground,,,False,82.84591953269103,0,0,4,False,0.0,0.0,0.0,0.0,,
AB-2002-HWF062,AB,HWF062,,58.551,-114.0986,2002,6,9,2002-06-09,2002-11-01,6670.0,H,Crown,,,False,19.9238542877714,1,1,7,True,1.0,0.0,,1254.0,26.336081975249794,3.0
AB-2003-MWF018,AB,MWF018,,57.1192,-111.6084,2003,6,18,2003-06-18,2003-07-19,477.0,U,Surface,,,False,0.9333622741142493,2,4,12,True,2.0,0.0,,437.0,16.358717332684808,2.0
AB-2001-SWF051,AB,SWF051,,56.5131,-115.9292,2001,5,13,2001-05-13,2001-06-14,607.6,H,Surface,,,False,5.250706263007803,5,11,18,False,0.0,0.0,0.0,0.0,,
AB-2001-SWF087,AB,SWF087,,57.0065,-114.7991,2001,5,25,2001-05-25,2001-06-13,2049.1,N,Crown,,,False,29.340169476086352,0,3,15,False,0.0,0.0,0.0,0.0,,
AB-2002-HWF063,AB,HWF063,,57.7672,-114.5507,2002,6,10,2002-06-10,2002-11-01,3954.3,N,Surface,,,False,34.30930196279086,0,2,7,False,0.0,0.0,0.0,0.0,,
AB-2002-SWF134,AB,SWF134,,56.4826,-115.0349,2002,6,15,2002-06-15,2002-07-03,219.1,N,Crown,,,False,17.061103901789178,2,6,21,True,2.0,0.0,,402315.0,31.768982505599794,4.0
AB-2002-SWF237,AB,SWF237,,56.7525,-115.1508,2002,6,23,2002-06-23,2002-09-04,4223.2,N,Crown,,,False,15.814388854043683,2,6,19,False,0.0,0.0,0.0,0.0,,
AB-2002-SWF241,AB,SWF241,,56.9781,-114.8225,2002,6,24,2002-06-24,2002-09-04,8834.2,N,Crown,,,False,27.086182590638234,0,3,14,False,0.0,0.0,0.0,0.0,,
AB-2003-HWF108,AB,HWF108,,57.4398,-115.0034,2003,7,30,2003-07-30,2003-08-21,394.0,N,Surface,,,False,44.53930404563007,0,2,10,False,0.0,0.0,0.0,0.0,,
AB-2004-HWF188,AB,HWF188,,58.242574,-114.421837,2004,7,10,2004-07-10,2004-08-06,298.8,N,Crown,,,False,17.006036519467376,1,2,10,False,0.0,0.0,0.0,0.0,,
AB-2004-HWF226,AB,HWF226,,57.723,-114.708,2004,7,15,2004-07-15,2004-08-07,1057.0,N,Crown,,,False,36.47293384914517,0,3,10,False,0.0,0.0,0.0,0.0,,
AB-2002-PWF030,AB,PWF030,,57.8317,-119.9036,2002,6,22,2002-06-22,2002-07-26,4149.3,N,Crown,,,False,80.79264317421442,0,0,1,False,0.0,0.0,0.0,0.0,,
AB-2002-SWF271,AB,SWF271,,57.057,-113.7545,2002,6,25,2002-06-25,2002-08-12,608.7,N,Crown,,,False,35.93623006604659,0,1,7,False,0.0,0.0,0.0,0.0,,
AB-2002-SWF273,AB,SWF273,,57.057,-113.9155,2002,6,27,2002-06-27,2002-07-07,213.8,N,Crown,,,False,29.316259458268064,0,3,8,False,0.0,0.0,0.0,0.0,,
AB-2003-SWF136,AB,SWF136,,57.2752,-113.3846,2003,7,31,2003-07-31,2003-10-02,3273.0,N,Crown,,,False,41.86875442029543,0,2,5,False,0.0,0.0,0.0,0.0,,
AB-2002-PWF037,AB,PWF037,,56.7811,-116.5886,2002,6,23,2002-06-23,2002-09-04,10506.2,N,Crown,,,False,26.535177028322646,0,7,14,False,0.0,0.0,0.0,0.0,,
AB-2002-MWF059,AB,MWF059,,57.2143,-111.169,2002,6,23,2002-06-23,2002-07-16,320.2,N,Crown,,,False,12.997423616329682,1,3,12,True,1.0,0.0,,,17.174222651071066,5.0
