NFDBFIREID,SRC_AGENCY,FIRE_ID,FIRENAME,LATITUDE,LONGITUDE,YEAR,MONTH,DAY,REP_DATE,OUT_DATE,SIZE_HA,CAUSE,FIRE_TYPE,RESPONSE,PROTZONE,FN_indicator,dist_to_FN_km,n_FN_20km,n_FN_50km,n_FN_100km,any_evac,n_evac,n_FN_evac,total_evac_size,total_population,mean_match_dist_km,mean_evac_duration_days
BC-2023-2023-K52813,BC,2023-K52813,UPPER PARK RILL C...,49.3014,-119.7091,2023,8,18,2023-08-18,2023-10-26,2043.8,H,Fire,FUL,,False,6.4388263677076445,10,20,32,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-C50100,BC,2023-C50100,DRIPPING WATER,52.0351,-123.177,2023,4,27,2023-04-27,2023-05-29,209.0,H,Fire,FUL,,True,0.0,7,27,123,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-G30210,BC,2023-G30210,Teare Creek,53.2884,-120.0705,2023,5,4,2023-05-04,2023-08-09,1100.0,H,Fire,FUL,,False,156.02553782497148,0,0,0,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-C30675,BC,2023-C30675,ELBOW LAKE,52.2548,-120.8352,2023,6,8,2023-06-08,2023-07-04,226.0,H,Fire,FUL,,False,40.72106531903451,0,2,30,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-V11152,BC,2023-V11152,DAVIS LAKE,49.3115,-122.2438,2023,7,4,2023-07-04,2023-10-27,215.0,H,Fire,MOD,,False,17.426993640495496,11,69,191,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-V10588,BC,2023-V10588,CHEHALIS RIVER,49.4837,-121.9887,2023,6,3,2023-06-03,2023-11-27,767.2,H,Fire,MOD,,False,19.83686560121957,1,103,253,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-G80220,BC,2023-G80220,Boundary Lake,56.271,-119.9341,2023,5,1,2023-05-01,2023-10-11,6422.17,H,Fire,FUL,,False,24.588436682241948,0,5,13,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-G80175,BC,2023-G80175,Cameron River,56.5319,-121.9246,2023,5,1,2023-05-01,2023-10-05,385.0,H,Fire,FUL,,False,0.9474032079097194,2,3,12,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-K22757,BC,2023-K22757,,51.4623,-119.7008,2023,7,17,2023-07-17,2023-10-20,1771.9,N,Fire,MOD,,False,29.318474401267757,0,6,29,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-C11290,BC,2023-C11290,Townsend Creek,52.8138,-122.9345,2023,7,7,2023-07-07,2024-01-09,2784.7,N,Fire,FUL,,False,27.489721767001647,0,24,86,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-V51696,BC,2023-V51696,HOMATHKO RIVER,51.1679,-125.017,2023,7,13,2023-07-13,2023-11-14,238.0,N,Fire,MON,,False,25.878531292900448,0,7,43,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-G91494,BC,2023-G91494,2023 Holdover G91494,59.8051,-121.7854,2023,7,10,2023-07-10,,6996.4,N,Fire,MON,,False,78.1953300190164,0,0,2,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-G90776,BC,2023-G90776,2023 Holdover G90776,58.2226,-123.8847,2023,6,9,2023-06-09,,804.46,N,Fire,MON,,False,68.16772898255574,0,0,2,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-C11243,BC,2023-C11243,Branch Road,53.0419,-123.4067,2023,7,7,2023-07-07,2023-08-05,1297.6,N,Fire,FUL,,False,14.049795982221534,6,20,90,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-G51474,BC,2023-G51474,2023 Holdover G51474,54.7353,-125.1753,2023,7,8,2023-07-08,,1503.4,N,Fire,FUL,,False,5.009880923733823,17,50,114,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-V52804,BC,2023-V52804,TOBA RIVER,50.6693,-123.9888,2023,8,16,2023-08-16,2023-11-14,302.0,N,Fire,MON,,False,27.40253957879298,0,3,53,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-G91467,BC,2023-G91467,2023 Holdover G91467,59.2839,-122.1495,2023,7,9,2023-07-09,,888.01,N,Fire,MON,,False,31.322062399072326,0,2,2,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-G41158,BC,2023-G41158,2023 Holdover Gatcho Lake,52.9571,-125.672,2023,7,6,2023-07-06,,21926.5,N,Fire,MOD,,False,2.415760674653367,7,18,53,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-R31512,BC,2023-R31512,JOHN BROWN CREEK,55.0104,-127.4476,2023,7,10,2023-07-10,2023-12-11,556.13,N,Fire,MOD,,False,3.888186294851262,6,32,72,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-G92947,BC,2023-G92947,2023 Holdover G92947,59.2269,-128.0591,2023,8,25,2023-08-25,,7301.75,N,Fire,MON,,False,31.920996707628454,0,1,12,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-G41560,BC,2023-G41560,2023 Holdover G41560,53.4541,-124.2051,2023,7,11,2023-07-11,,1144.3,N,Fire,MOD,,False,10.876932389266404,1,19,72,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-N12046,BC,2023-N12046,Lladnar Creek,49.7128,-114.9208,2023,7,21,2023-07-21,2023-10-25,1295.0,N,Fire,FUL,,False,51.21629014349571,0,0,11,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-C11499,BC,2023-C11499,Teepee Lake,53.1661,-123.7126,2023,7,9,2023-07-09,2023-09-05,7864.0,N,Fire,FUL,,False,11.464186475041219,6,28,76,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-G90709,BC,2023-G90709,2023 Holdover Ittsi Creek,59.8265,-123.5519,2023,6,4,2023-06-04,,37793.9,N,Fire,MOD,,False,10.340359621233864,1,1,1,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-G41502,BC,2023-G41502,2023 Holdover North Lucas Lake,53.5682,-125.2453,2023,7,10,2023-07-10,,34853.6,N,Fire,FUL,,False,14.868273435309323,3,16,79,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-G41493,BC,2023-G41493,2023 Holdover Davidson Creek,53.2252,-124.9064,2023,7,10,2023-07-10,,4878.8,N,Fire,MOD,,False,14.560195247439596,1,20,90,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-C11437,BC,2023-C11437,Pelican Lake,53.296,-123.6686,2023,7,9,2023-07-09,2023-09-05,4422.1,N,Fire,FUL,,False,7.843670628177131,5,30,64,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-G90288,BC,2023-G90288,2023 Holdover G90288,59.9636,-120.9866,2023,5,11,2023-05-11,,290073.32,N,Fire,MOD,,False,121.38644464108725,0,0,0,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-C40384,BC,2023-C40384,EMERALD LAKE,51.6366,-121.9257,2023,5,17,2023-05-17,2023-06-15,536.0,N,Fire,FUL,,False,10.15720920644923,8,35,105,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-G92940,BC,2023-G92940,2023 Holdover G92940,59.2838,-121.8901,2023,8,24,2023-08-24,,71002.7,N,Fire,,,False,40.98615793943958,0,1,2,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-N12546,BC,2023-N12546,Mount Bingay,50.1617,-114.995,2023,8,6,2023-08-06,2023-10-25,2512.0,N,Fire,MOD,,False,42.835000481681696,0,1,12,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-VA1335,BC,2023-VA1335,DEAN RIVER,52.8191,-126.6494,2023,7,8,2023-07-08,2023-11-10,2337.6,N,Fire,MOD,,False,20.245553760351747,0,5,32,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-G73406,BC,2023-G73406,2023 Holdover Mount Wartenbe,55.6319,-121.4276,2023,9,13,2023-09-13,,1246.0,N,Fire,FUL,,False,22.26353166401608,0,2,7,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-C51571,BC,2023-C51571,ANAHIM PEAK,52.7728,-125.5802,2023,7,11,2023-07-11,2024-01-17,3350.0,N,Fire,FUL,,False,5.317919268853338,8,21,58,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-G41569,BC,2023-G41569,2023 Holdover G41569,53.675,-124.3337,2023,7,11,2023-07-11,,801.1,N,Fire,FUL,,False,14.40033522608968,1,19,96,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-G91355,BC,2023-G91355,2023 Holdover G91355,59.669,-122.625,2023,6,28,2023-06-28,,350.0,N,Fire,MON,,False,39.27973654816296,0,1,2,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-G50872,BC,2023-G50872,2023 Holdover Klawli Lake,55.3014,-124.841,2023,6,24,2023-06-24,,17333.8,N,Fire,FUL,,False,33.050320923279244,0,10,73,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-G90273,BC,2023-G90273,2023 Holdover Klua Lakes,58.0617,-121.9122,2023,5,11,2023-05-11,,42838.5,N,Fire,MON,,False,26.318735303381878,0,2,4,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-G41466,BC,2023-G41466,2023 Holdover G41466,53.659,-123.7843,2023,7,9,2023-07-09,,262.0,N,Fire,MON,,False,15.181173029306667,1,14,79,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-C11892,BC,2023-C11892,IRENE LAKE,52.9119,-125.4362,2023,7,17,2023-07-17,2023-08-28,341.9,N,Fire,FUL,,False,1.5872697742311952,9,21,61,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-G50856,BC,2023-G50856,2023 Holdover Katsberg Creek,55.8798,-126.4014,2023,6,23,2023-06-23,,5712.7,N,Fire,FUL,,False,6.559757434629239,3,12,51,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-G50912,BC,2023-G50912,2023 Holdover Driftwood River,55.7693,-126.3755,2023,6,25,2023-06-25,,816.9,N,Fire,FUL,,False,6.675897507066557,4,17,58,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-G93120,BC,2023-G93120,2023 Holdover G93120,58.7596,-127.7105,2023,9,1,2023-09-01,,700.0,N,Fire,MON,,False,34.484717664823656,0,1,4,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-G90292,BC,2023-G90292,2023 Holdover G90292,58.0517,-123.3252,2023,5,11,2023-05-11,,21056.0,N,Fire,MON,,False,35.59280571057134,0,1,3,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-G51279,BC,2023-G51279,2023 Holdover Great Beaver Lake,54.4219,-123.6492,2023,7,8,2023-07-08,,48396.3,N,Fire,FUL,,False,5.430569348972275,2,18,93,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-G70645,BC,2023-G70645,2023 Holdover W Kiskatinaw River,55.1541,-120.6697,2023,6,6,2023-06-06,,25095.0,N,Fire,FUL,,False,60.655377904759646,0,0,2,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-G91534,BC,2023-G91534,2023 Holdover G91534,59.4272,-121.0306,2023,7,10,2023-07-10,,32257.2,N,Fire,MON,,False,89.48718047123928,0,0,1,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-C11405,BC,2023-C11405,CORKSCREW CREEK,52.74,-125.0359,2023,7,9,2023-07-09,2023-08-28,1282.0,N,Fire,FUL,,False,26.061381785953234,0,26,89,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-V11256,BC,2023-V11256,YOLA CREEK,49.2088,-121.383,2023,7,7,2023-07-07,2023-10-27,805.0,N,Fire,MOD,,False,18.93847649604791,4,74,155,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-R31465,BC,2023-R31465,NILKITKWA,55.3867,-126.7215,2023,7,9,2023-07-09,2023-11-21,639.0,N,Fire,FUL,,False,3.3981229062751943,9,25,74,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-R31391,BC,2023-R31391,480 ROAD,55.6386,-126.734,2023,7,8,2023-07-08,2023-11-21,3030.0,U,Fire,MOD,,False,24.55780013281985,0,19,71,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-G41422,BC,2023-G41422,NITHI MOUNTAIN,53.9829,-124.8257,2023,7,9,2023-07-09,2023-09-16,736.6,N,Fire,FUL,,False,7.07033164159061,5,24,119,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-R51245,BC,2023-R51245,KILDALA ARM,53.8538,-128.5935,2023,7,7,2023-07-07,2023-12-19,200.0,N,Fire,MOD,,False,6.267377599844482,12,19,92,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-G92594,BC,2023-G92594,2023 Holdover G92594,59.9374,-127.762,2023,8,7,2023-08-07,,316.5,N,Fire,,,False,39.157877726663074,0,2,9,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-G90565,BC,2023-G90565,2023 Holdover G90565,57.9132,-123.9312,2023,6,2,2023-06-02,,208.0,N,Fire,MON,,False,72.59018163415368,0,0,1,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-C12135,BC,2023-C12135,BURGESS CREEK,52.6094,-122.2498,2023,7,21,2023-07-21,2023-09-12,270.0,N,Fire,FUL,,False,9.825447644386157,6,21,79,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-G41511,BC,2023-G41511,2023 Holdover Greer Creek,53.7755,-124.4256,2023,7,10,2023-07-10,,4767.8,N,Fire,FUL,,False,16.74041070471437,2,21,112,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-K21379,BC,2023-K21379,,52.106,-120.0346,2023,7,7,2023-07-07,2023-09-27,2407.14,N,Fire,MOD,,False,45.04241372386356,0,2,8,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-G70644,BC,2023-G70644,2023 Holdover Peavine Creek,55.3792,-120.0827,2023,6,6,2023-06-06,,4427.0,N,Fire,FUL,,False,21.089740340947532,0,1,1,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-R41659,BC,2023-R41659,R41659,55.7303,-127.2702,2023,7,12,2023-07-12,2023-11-21,278.1,U,Fire,MOD,,False,17.065331985099583,1,16,69,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-K21384,BC,2023-K21384,Kostel Cone,52.1458,-119.9619,2023,7,7,2023-07-07,2023-10-20,20745.0,N,Fire,MOD,,False,51.48558420644597,0,0,8,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-G51411,BC,2023-G51411,2023 HOldover Albert Lake,55.3288,-125.3514,2023,7,9,2023-07-09,,451.6,N,Fire,FUL,,False,16.68571953336434,1,14,80,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-G91313,BC,2023-G91313,2023 Holdover G91313,58.672,-121.6427,2023,6,28,2023-06-28,,74685.7,N,Fire,MON,,False,42.03446147869035,0,2,5,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-G51344,BC,2023-G51344,2023 Holdover Ocock Lake,54.7485,-123.8708,2023,7,8,2023-07-08,,5219.6,N,Fire,MON,,False,21.95432194454951,0,27,101,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-G90628,BC,2023-G90628,2023 Holdover G90628,58.5021,-120.4118,2023,6,4,2023-06-04,,173353.1,N,Fire,MON,,False,32.13648286712794,0,1,5,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-G91739,BC,2023-G91739,2023 Holdover G91739,59.4203,-123.6556,2023,7,15,2023-07-15,,33425.6,N,Fire,MON,,False,47.89177149691715,0,1,2,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-C31143,BC,2023-C31143,C31143,52.6903,-121.3638,2023,7,5,2023-07-05,2023-12-12,308.0,N,Fire,MOD,,False,65.28570757393548,0,0,32,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-V53075,BC,2023-V53075,KLITE RIVER,50.5322,-124.3396,2023,8,29,2023-08-29,2023-11-14,262.0,N,Fire,MON,,False,0.7259817648584208,2,8,61,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-G30612,BC,2023-G30612,G30612,52.3739,-119.3284,2023,5,18,2023-05-18,2023-08-09,277.0,N,Fire,FUL,,False,101.06699723809496,0,0,0,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-C51974,BC,2023-C51974,BULL CANYON PARK,52.0612,-123.4915,2023,7,20,2023-07-20,2023-11-06,1306.0,N,Fire,FUL,,False,17.01897840071844,3,32,114,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-G52955,BC,2023-G52955,2023 Holdover Bivouac Creek,55.0552,-125.641,2023,8,26,2023-08-26,,1590.6,N,Fire,,,False,6.104656288301265,3,21,95,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-N40596,BC,2023-N40596,N40596 Soards Creek,52.0451,-118.7021,2023,5,20,2023-05-20,2023-10-19,1160.0,N,Fire,MOD,,False,115.63222754061161,0,0,0,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-C51562,BC,2023-C51562,SATAH MOUNTAIN,52.5471,-124.7398,2023,7,7,2023-07-07,2023-11-06,6651.9,N,Fire,MOD,,False,21.09831993316864,0,39,87,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-N42102,BC,2023-N42102,Castle Mountain,51.0106,-116.3746,2023,7,21,2023-07-21,2023-10-19,449.0,N,Fire,MOD,,False,54.73829041218224,0,0,3,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-K20469,BC,2023-K20469,MURTLE LAKE,52.1381,-119.5694,2023,5,17,2023-05-17,2023-09-07,1711.61,N,Fire,MON,,False,75.37531065703395,0,0,6,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-K21382,BC,2023-K21382,,52.1472,-120.0256,2023,7,8,2023-07-08,2023-07-13,350.0,N,Fire,MOD,,False,47.895877483610484,0,2,8,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-C52978,BC,2023-C52978,HELL RAVING CREEK,51.5811,-125.0824,2023,8,27,2023-08-27,2024-01-17,16842.0,N,Fire,,,False,61.64566966255866,0,0,49,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-K22024,BC,2023-K22024,Rossmoore Lake,50.4484,-120.4009,2023,7,20,2023-07-20,2023-10-26,11382.0,N,Fire,FUL,,False,9.96582284355557,2,21,233,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-K21620,BC,2023-K21620,LOWER EAST ADAMS ...,51.0114,-119.6968,2023,7,12,2023-07-12,2023-08-19,10004.9,N,Fire,FUL,,False,6.118422303127089,8,22,43,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-R51555,BC,2023-R51555,BIG CEDAR,54.9494,-128.8513,2023,7,7,2023-07-07,2023-12-19,230.0,N,Fire,FUL,,False,29.5328241244174,0,16,100,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-C53189,BC,2023-C53189,C53189,51.6808,-124.994,2023,8,28,2023-08-28,2023-09-16,200.0,N,Fire,FUL,,False,59.837031431478316,0,0,59,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-R31585,BC,2023-R31585,HOLLAND LAKE,55.0761,-126.7662,2023,7,9,2023-07-09,2023-11-21,520.0,N,Fire,MOD,,False,11.303714974562155,5,27,81,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-G41307,BC,2023-G41307,2023 Holdover Tatuk Lake,53.591,-124.1523,2023,7,8,2023-07-08,,44641.7,N,Fire,FUL,,False,9.507035999453853,1,14,84,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-G12002,BC,2023-G12002,North Minsinka River,54.609,-121.7952,2023,7,20,2023-07-20,2023-11-14,351.7,N,Fire,MON,,False,18.75457906128802,2,3,22,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-N42228,BC,2023-N42228,Birchlands Creek,51.2003,-116.7542,2023,7,21,2023-07-21,2023-10-19,284.0,N,Fire,MOD,,False,86.22489374709242,0,0,2,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-N42216,BC,2023-N42216,,51.7139,-118.1829,2023,7,10,2023-07-10,2023-10-19,303.0,N,Fire,MOD,,False,113.17327164716873,0,0,0,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-N42074,BC,2023-N42074,Hiren Creek,51.0961,-118.4314,2023,7,17,2023-07-17,2023-10-19,1265.3,N,Fire,MON,,False,49.47005706623769,0,1,21,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-K21633,BC,2023-K21633,Bush Creek East,51.0035,-119.8255,2023,7,12,2023-07-12,2023-12-13,45613.0,N,Fire,FUL,,False,8.677574658800001,5,22,46,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-G32441,BC,2023-G32441,Thunder Drainage,52.277,-119.374,2023,7,25,2023-07-25,2023-10-24,231.0,N,Fire,MOD,,False,93.40449709624745,0,0,2,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-R90877,BC,2023-R90877,Tomias Mountain,57.4801,-127.652,2023,6,23,2023-06-23,2023-11-21,14460.07,N,Fire,MOD,,False,114.36520074569351,0,0,0,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-R90857,BC,2023-R90857,Little Klappan River,57.3586,-129.0278,2023,6,22,2023-06-22,2023-11-21,762.36,N,Fire,MOD,,False,75.47670115984153,0,0,2,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-VA2752,BC,2023-VA2752,LLTYSUKO LAKE,52.8213,-126.1975,2023,8,14,2023-08-14,2023-11-10,330.0,N,Fire,MON,,False,25.39946587394075,0,9,32,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-R91162,BC,2023-R91162,LITTLE BLUE RIVER,59.6421,-129.5938,2023,7,6,2023-07-06,2023-12-18,60064.12,N,Fire,MOD,,False,19.844792316978946,1,8,11,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-VA1638,BC,2023-VA1638,CRAG CREEK,52.7022,-126.4986,2023,7,12,2023-07-12,2023-11-10,3555.0,N,Fire,MON,,False,32.613775856818876,0,5,32,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-VA1456,BC,2023-VA1456,TRUMPETER MOUNTAIN,52.2844,-125.7294,2023,7,8,2023-07-08,2023-11-10,4616.4,N,Fire,MON,,False,34.013046526871804,0,10,51,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-VA1381,BC,2023-VA1381,OPPY LAKE,53.0425,-126.3309,2023,7,7,2023-07-07,2023-11-10,40580.0,N,Fire,MON,,False,19.157607836775288,1,8,32,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-G92498,BC,2023-G92498,2023 Holdover Ekwan Tower,58.5786,-120.9371,2023,7,31,2023-07-31,,275054.7,N,Fire,FUL,,False,24.002596890144908,0,1,5,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-G83130,BC,2023-G83130,2023 Holdover G83130,58.2204,-121.7444,2023,9,2,2023-09-02,,673.0,N,Fire,,,False,6.936312536905986,1,2,5,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-G60858,BC,2023-G60858,2023 Holdover G60858,57.6324,-125.9272,2023,6,23,2023-06-23,,4638.0,N,Fire,FUL,,False,15.324008291609488,1,3,4,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-G60603,BC,2023-G60603,2023 Holdover G60603,55.912,-123.1348,2023,6,4,2023-06-04,,363.88,N,Fire,MON,,False,35.91802647929621,0,2,13,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-K71658,BC,2023-K71658,,50.802,-122.5285,2023,7,12,2023-07-12,2023-09-29,241.0,N,Fire,MOD,,False,17.54068858891703,4,45,212,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-N52393,BC,2023-N52393,N52393,50.3582,-117.6146,2023,7,31,2023-07-31,2023-09-27,868.0,N,Fire,MOD,,False,104.89399068894457,0,0,0,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-G41149,BC,2023-G41149,Tsah Creek,54.212,-124.2843,2023,7,1,2023-07-01,2023-07-31,501.06,N,Fire,FUL,,False,11.076779625290666,3,42,111,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-R92525,BC,2023-R92525,ANGEL LAKE,59.4578,-132.8638,2023,8,5,2023-08-05,2023-11-21,1171.95,N,Fire,MOD,,False,31.04736548583782,0,10,10,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-VA1735,BC,2023-VA1735,YOUNG CREEK,52.5121,-125.9057,2023,7,15,2023-07-15,2023-11-10,3360.0,N,Fire,MON,,False,30.04341340875594,0,13,33,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-G90981,BC,2023-G90981,2023 Holdover G90981,59.1395,-127.65,2023,6,24,2023-06-24,,22393.46,N,Fire,MON,,False,38.857512804289094,0,1,10,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-G80280,BC,2023-G80280,2023 Holdover DONNIE CREEK,57.6187,-122.0123,2023,5,12,2023-05-12,,619072.5,N,Fire,FUL,,False,62.29014362534993,0,0,2,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-VA2884,BC,2023-VA2884,NORDSCHOW CREEK,52.2916,-126.0645,2023,8,21,2023-08-21,2023-11-10,900.0,N,Fire,MON,,False,43.2710105229368,0,2,29,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-VA1462,BC,2023-VA1462,ELBOW LAKE,52.0616,-125.7398,2023,7,9,2023-07-09,2023-11-10,1708.0,N,Fire,MON,,False,47.88957443958817,0,1,38,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-K71705,BC,2023-K71705,Ponderosa Creek,50.3047,-121.8258,2023,7,12,2023-07-12,2023-10-20,5021.6,N,Fire,MOD,,False,11.20691431742792,42,172,308,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-G62952,BC,2023-G62952,2023 Holdover G62952,55.5756,-123.5436,2023,8,26,2023-08-26,,205.06,N,Fire,,,False,24.698393316086467,0,4,19,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-N71835,BC,2023-N71835,Hamill Creek,50.2359,-116.8421,2023,7,10,2023-07-10,2023-09-29,709.0,N,Fire,MOD,,False,65.28407461157605,0,0,3,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-R13068,BC,2023-R13068,R13068,53.4286,-126.9397,2023,8,28,2023-08-28,2023-12-12,419.0,N,Fire,MON,,False,58.38315223041596,0,0,27,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-R11238,BC,2023-R11238,R11238,54.0775,-126.1776,2023,7,7,2023-07-07,2023-12-12,359.0,N,Fire,FUL,,False,10.66326833990019,4,30,64,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-N72365,BC,2023-N72365,Clint Creek,50.1718,-116.7934,2023,7,30,2023-07-30,2023-09-29,479.0,N,Fire,MOD,,False,65.18921513728506,0,0,6,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-R11277,BC,2023-R11277,PINKUT CREEK,54.4004,-125.4675,2023,7,7,2023-07-07,2024-01-25,6890.0,N,Fire,FUL,,False,10.621657617323926,3,36,128,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-N72169,BC,2023-N72169,FITCH CREEK,50.7441,-117.13,2023,7,17,2023-07-17,2023-09-19,287.0,N,Fire,MOD,,False,78.82134644094123,0,0,2,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-G11240,BC,2023-G11240,,53.3965,-123.332,2023,7,6,2023-07-06,2023-10-01,224.0,N,Fire,FUL,,False,14.229498524153794,2,11,57,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-G60655,BC,2023-G60655,2023 Holdover Muskovite Lakes,55.9945,-124.0818,2023,6,6,2023-06-06,2024-04-26,3215.3,N,Fire,FUL,,False,17.304661856196848,1,3,8,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-N42390,BC,2023-N42390,,51.5235,-117.5588,2023,8,1,2023-08-01,2023-10-19,644.0,N,Fire,MON,,False,124.96956915510182,0,0,0,False,0.0,0.0,0.0,0.0,,
BC-2023-2023-G11532,BC,2023-G11532,,54.9614,-122.6221,2023,7,10,2023-07-10,2023-11-14,1100.0,N,Fire,FUL,,False,14.124470150774615,1,19,25,False,0.0,0.0,0.0,0.0,,
