province,latitude,longitude,fire_cause,fire_type,response_type,protection_zone,fn_indicator,n_fn_20km,any_evacuation,log_fire_size_ha,log_dist_to_fn_km
SK,58.8281,-104.2188,natural,wildfire,other,other,False,0,False,-0.5858999106472655,-0.0478163915045435
SK,58.2957,-105.002,natural,wildfire,other,other,False,0,False,-0.3870980700174611,0.2702340976722399
SK,58.447333,-104.632317,natural,wildfire,other,other,False,0,False,-1.3627700895731674,0.2128922244635701
SK,58.909,-104.373,natural,wildfire,other,other,False,0,False,1.1812129734069483,-0.2216160755748088
SK,58.2708,-105.4479,natural,wildfire,other,other,False,0,False,-0.1418870454937041,0.1830164092350199
SK,58.8092,-105.138,natural,wildfire,other,other,False,0,False,0.6750145742542311,-0.2858688465811215
SK,58.7656,-103.9688,natural,wildfire,other,other,False,0,False,1.3148960493365716,0.1162471239190106
SK,58.7344,-104.5938,natural,wildfire,other,other,False,0,False,0.2469595212438993,-0.0906039676370226
SK,58.7883,-104.261,natural,wildfire,other,other,False,0,False,-1.0050291685689023,-0.0275836418887161
SK,58.9115,-104.3021,natural,wildfire,other,other,False,0,False,-0.623475118573624,-0.1800812460727018
SK,59.6146,-104.6042,natural,wildfire,other,other,False,0,False,-0.659017155190822,-0.2810337812131857
SK,57.8678,-106.8269,natural,wildfire,other,other,False,0,False,1.0370959985531267,-0.1077033846665198
SK,58.6823,-106.3646,natural,wildfire,other,other,False,0,False,2.824003335991334,-0.0052188431175268
SK,57.8802,-106.7396,natural,wildfire,other,other,False,0,False,-0.4141457666280191,-0.1503050467684542
SK,57.9896,-105.5208,natural,wildfire,other,other,False,0,False,2.8183653364392907,-0.1657170812933732
SK,57.994517,-106.50745,natural,wildfire,other,other,False,0,False,0.0273383361668933,-0.148722192060868
SK,58.2368,-106.308,natural,wildfire,other,other,False,0,False,0.6070424111987556,0.0876727125245515
SK,57.888417,-106.923933,natural,wildfire,other,other,False,0,False,2.130257663379405,-0.0763132472041037
SK,58.3594,-107.6146,natural,wildfire,other,other,False,0,False,1.29062274292006,0.2231282503404071
SK,58.608501,-107.487,natural,wildfire,other,other,False,0,False,0.3976794551380595,-0.0362800944439833
SK,58.4427,-107.5938,natural,wildfire,other,other,False,0,False,2.108190209733187,0.1470965669233683
SK,59.2865,-107.5313,natural,wildfire,other,other,False,5,False,0.7120730021090046,-1.8578556673270088
SK,58.4916,-109.58415,natural,wildfire,other,other,False,0,False,-1.1785837078193246,-0.100994774102107
SK,58.616667,-108.416667,natural,wildfire,other,other,False,0,False,2.1625891710742935,0.0045674101899923
SK,58.3385,-109.4583,natural,wildfire,other,other,False,0,False,0.4593838024682029,0.0429020425207754
SK,58.116983,-109.294517,natural,wildfire,other,other,False,0,False,1.1612499019222675,0.2325050007203197
SK,58.4896,-109.6042,natural,wildfire,other,other,False,0,False,1.3755468896320384,-0.1150352649550984
SK,58.417198,-109.941002,natural,wildfire,other,other,False,0,False,1.9742450489277872,-0.3737806265404857
SK,57.954233,-104.975983,natural,wildfire,other,other,False,0,False,-0.682194601310789,-0.0177597629210018
SK,58.135667,-104.219333,natural,wildfire,other,other,False,0,False,-0.6211363184018975,0.0196149097663823
SK,58.384701,-103.626999,natural,wildfire,other,other,False,0,False,-0.8099456109720045,-0.362317229476038
SK,57.95829994,-104.48960015,natural,wildfire,other,other,False,0,False,1.631309627417711,0.1940684853563345
SK,58.06348812,-104.08839372,natural,wildfire,other,other,False,0,False,-1.3567393517971402,-0.0670691719648444
SK,57.3613,-106.004,natural,wildfire,other,other,False,0,False,2.4312777792818543,-0.6701236789582419
SK,58.3177,-104.5729,natural,wildfire,other,other,False,0,False,1.443102813753748,0.2403617419681979
SK,58.5135,-103.718002,natural,wildfire,other,other,False,0,False,1.1279658732209623,-0.1583397970473236
SK,57.8073,-105.3646,natural,wildfire,other,other,False,0,False,0.1234121972410214,-0.4429057179163964
SK,57.94157567,-104.98740519,natural,wildfire,other,other,False,0,False,2.523020950459396,-0.0352409333971539
SK,58.133,-104.808,natural,wildfire,other,other,False,0,False,0.7575973537234606,0.1957497378332362
SK,58.0382,-104.784,natural,wildfire,other,other,False,0,False,0.120588698493096,0.1344044853213686
SK,57.821701,-105.363998,natural,wildfire,other,other,False,0,False,0.0875504467253105,-0.4140293927749253
SK,57.0625,-106.084,natural,wildfire,other,other,False,0,False,-0.2071155831153255,-0.5055126813837103
SK,57.344,-105.552,natural,wildfire,other,other,False,1,False,-1.024981069844774,-0.7379698039957062
SK,57.8594,-102.2188,natural,wildfire,other,other,False,0,False,0.4842844238833182,-0.4095715619689347
SK,57.945,-102.233,natural,wildfire,other,other,False,0,False,1.602212534397512,-0.3953268012745909
SK,57.680698,-102.939003,natural,wildfire,other,other,False,0,False,1.8593656312543012,-0.1767570882774169
SK,57.753283,-103.109783,natural,wildfire,other,other,False,0,False,-0.091456518979348,-0.3249303977372423
SK,57.8828,-103.524917,natural,wildfire,other,other,False,0,False,1.2920587022455443,-0.4161428409802129
SK,57.66149994,-103.08330015,natural,wildfire,other,other,False,0,False,1.567940287325734,-0.1603830528969013
SK,57.6406,-104.1146,natural,wildfire,other,other,False,0,False,1.7642505027934283,0.1655649016500586
SK,57.82809994,-103.90630015,natural,wildfire,other,other,False,0,False,1.0336060314930628,-0.073116612277977
SK,57.8172,-103.78,natural,wildfire,other,other,False,0,False,-0.7174026382428836,-0.1437893552124316
SK,57.883701,-103.742996,natural,wildfire,other,other,False,0,False,0.6851932942411516,-0.2358501170892664
SK,57.908199,-103.058998,natural,wildfire,other,other,False,1,False,1.1435999173329257,-0.7370960749113877
SK,57.2543,-103.679,natural,wildfire,other,other,False,0,False,0.5807235185385319,0.3396018843953131
SK,57.902117,-108.834717,natural,wildfire,other,other,False,0,False,1.2363835147252562,0.4392242295216761
SK,58.3707,-108.65,natural,wildfire,other,other,False,0,False,0.0232063535425779,0.2838051367216619
SK,58.1338,-109.061,natural,wildfire,other,other,False,0,False,-1.3627700895731674,0.3131977309272367
SK,58.09271211,-108.48053933,natural,wildfire,other,other,False,0,False,-0.5581222694660682,0.4139186302692948
SK,58.31101754,-108.27883704,natural,wildfire,other,other,False,0,False,-1.0583857182285952,0.2724253722552456
SK,58.349,-108.2396,natural,wildfire,other,other,False,0,False,1.7568552687741776,0.2359870775879974
SK,57.81342224,-109.64769302,natural,wildfire,other,other,False,0,False,-0.5430865450529209,0.3121356121497702
SK,58.442167,-108.191667,natural,wildfire,other,other,False,0,False,0.0788692192200726,0.1435893128904935
SK,58.27613051,-108.63581802,natural,wildfire,other,other,False,0,False,-0.5206580808967258,0.3489237673614968
SK,57.5781,-107.5521,human,wildfire,other,other,False,0,False,1.5485081082929542,-0.457413386087775
SK,57.8833,-107.167,natural,wildfire,other,other,False,0,False,0.3459384147993164,-0.074094342117521
SK,57.8906,-105.875,natural,wildfire,other,other,False,0,False,-1.1775674237947498,-0.4788160252442183
SK,57.614083,-106.412683,natural,wildfire,other,other,False,1,False,-0.5415452538502936,-0.8718377096206832
SK,57.8594,-106.2813,natural,wildfire,other,other,False,0,False,-1.3627700895731674,-0.5084742282070783
SK,57.7865,-106.7188,natural,wildfire,other,other,False,0,False,1.9829478944633616,-0.2622176580302187
SK,57.75,-106.125,natural,wildfire,other,other,False,1,False,2.601892624215912,-1.0118280569893343
SK,57.6333,-106.417,natural,wildfire,other,other,False,1,False,-0.3804166121847124,-0.8425368244242091
SK,57.974,-108.0729,natural,wildfire,other,other,False,0,False,0.7839437222196581,0.228688003287462
SK,57.840333,-108.705667,natural,wildfire,other,other,False,0,False,-0.4596158545881789,0.376334763333588
SK,57.9948,-109.5938,natural,wildfire,other,other,False,0,False,0.9657497281958034,0.2023330712689338
SK,57.4531,-108.2604,natural,wildfire,other,other,False,0,False,2.2496682521817144,0.0560561784803359
SK,57.15995,-102.093283,natural,wildfire,other,other,False,2,False,-0.752008801328083,-1.3726263183455902
SK,56.9333,-102.033,natural,wildfire,other,other,False,2,False,0.8345274160155607,-0.8992701084200735
SK,57.556,-102.422,natural,wildfire,other,other,False,0,False,-0.9635677485462736,-0.0492907473464056
SK,57.3583,-102.6,natural,wildfire,other,other,False,0,False,-0.0129005512005654,-0.2093663091588503
SK,57.401,-102.0,natural,wildfire,other,other,False,0,False,0.4784545312867345,-0.383781819140935
SK,57.6458,-109.1563,natural,wildfire,other,other,False,0,False,0.4886866158525631,0.4851650675128613
SK,57.7533,-109.967003,natural,wildfire,other,other,False,0,False,1.4197353304639662,0.2381675243202913
SK,56.9282,-109.582001,natural,wildfire,other,other,False,0,False,-0.0065304114814314,-0.2639021005830953
SK,56.765533,-109.737283,natural,wildfire,other,other,False,0,False,-0.4483414355451955,-0.5767124370926224
SK,57.3698,-109.8438,natural,wildfire,other,other,False,0,False,-1.010408435295077,0.2781613091136972
SK,56.77961688,-109.31657202,natural,wildfire,other,other,False,0,False,-1.3448172378164962,-0.5641805204440542
SK,57.4526,-109.103633,natural,wildfire,other,other,False,0,False,0.3262367475775418,0.360891215954913
SK,57.151,-109.1979,natural,wildfire,other,other,False,0,False,-1.3627700895731674,0.0832553055428704
SK,57.32809994,-109.15630013,natural,wildfire,other,other,False,0,False,2.0987161559743397,0.2578280954337412
SK,57.0485,-109.646004,natural,wildfire,other,other,False,0,True,2.5581518654641533,-0.0667668873349838
SK,57.4896,-104.9375,natural,wildfire,other,other,False,0,False,-1.3627700895731674,-0.2232599508770317
SK,57.090017,-105.557933,natural,wildfire,other,other,False,0,False,0.2515245690341381,-0.1751937659482351
SK,56.55757946,-106.32671944,natural,wildfire,other,other,False,0,False,0.7806725730968235,-0.7014267256322292
SK,56.4844,-106.4688,natural,wildfire,other,other,False,0,False,-0.9262337125962706,-0.4103608250774301
SK,56.955467,-105.803017,natural,wildfire,other,other,False,0,False,0.4869364087739937,-0.5552093256724542
SK,57.7025,-104.575,natural,wildfire,other,other,False,0,False,2.199181789183835,0.0644186771651685
SK,57.40474454,-104.64272102,natural,wildfire,other,other,False,0,False,-0.3411740405122214,0.0274224257781341
SK,57.6833,-104.283,natural,wildfire,other,other,False,0,False,1.7179267107603349,0.208863202358057
SK,57.159783,-105.678917,natural,wildfire,other,other,False,0,False,-0.1634405847693553,-0.3184121649074646
SK,56.8177,-106.1146,natural,wildfire,other,other,False,2,False,0.3023458225614861,-2.1177889199789113
SK,57.463767,-104.503633,natural,wildfire,other,other,False,0,False,0.8660736856869056,0.0988761836158203
SK,56.34991646,-105.33956041,natural,wildfire,other,other,False,0,False,0.0120359442110554,0.0622660332355128
SK,56.0781,-103.875,natural,wildfire,other,other,False,0,True,-1.3627700895731674,-0.1908705130775015
SK,56.097727,-105.269581,natural,wildfire,other,other,False,0,False,-0.1768790378360291,0.0359182506639868
SK,56.49677435,-106.11879991,natural,wildfire,other,other,False,0,False,1.2298528096528356,-0.5773081025424897
SK,56.1333,-106.317,natural,wildfire,other,other,False,0,False,-0.3232638446875175,-0.3332808934714807
SK,56.107333,-104.943167,natural,wildfire,other,other,False,0,False,0.3459384147993164,-0.0543606387066426
SK,56.1368,-106.133,natural,wildfire,other,other,False,0,False,-0.1221475838436822,-0.1832048259359898
SK,55.485699,-105.377998,natural,wildfire,other,other,False,0,False,1.2183041779742538,-0.56962412733699
SK,56.6582,-105.173,natural,wildfire,other,other,False,0,False,-0.0591412758490529,-0.0022177277115175
SK,56.3833,-104.8,natural,wildfire,other,other,False,0,False,0.9497493794195996,0.2303522628439773
SK,56.7302385,-105.54946876,natural,wildfire,other,other,False,0,False,0.9056695156890882,-0.3510374841486041
SK,56.1048,-106.166,natural,wildfire,other,other,False,0,False,1.7015181303295308,-0.2400567123788387
SK,56.9963,-104.092567,natural,wildfire,other,other,False,0,False,0.1922675772551779,0.257977700171215
SK,56.4015,-104.371,natural,wildfire,other,other,False,0,False,1.121145346939136,0.0915784962199797
SK,56.2448,-105.3438,natural,wildfire,other,other,False,0,False,-0.5914941677559898,0.1396766781726918
SK,57.4728,-104.308,natural,wildfire,other,other,False,0,False,1.3416049039971725,0.2038568974339041
SK,57.3123,-102.845,natural,wildfire,other,other,False,0,False,-1.3172785175846522,-0.076664696494551
SK,56.390917,-105.192033,natural,wildfire,other,other,False,0,False,-1.2025282386882337,0.1082849350758919
SK,56.66625,-104.18055,natural,wildfire,other,other,False,0,False,0.6152794157981667,0.0809209511295915
SK,56.8634726,-104.51666908,natural,wildfire,other,other,False,0,False,-0.5509665223368347,0.3285845993592162
SK,56.5892,-105.443,natural,wildfire,other,other,False,0,False,2.1628020017128846,-0.1764015953700712
SK,57.0,-103.633003,human,wildfire,other,other,False,0,False,2.0298472683083273,0.1281432989164995
SK,56.3906,-105.3854,natural,wildfire,other,other,False,0,False,0.25547015821747,0.0074766277290722
SK,56.91149994,-105.30210014,natural,wildfire,other,other,False,0,False,-1.1509985290105047,-0.0913763578478161
SK,57.273167,-103.081083,natural,wildfire,other,other,False,0,False,-0.1999815336421452,0.0574129696187916
SK,57.134,-104.709,natural,wildfire,other,other,False,0,False,0.7400049755245718,0.1321426898106383
SK,57.3222,-103.236,natural,wildfire,other,other,False,0,False,0.1725443621475255,0.1598381839109149
SK,55.942,-105.419,natural,wildfire,other,other,False,0,False,-1.1739017602983917,-0.0375229863829947
SK,55.9952,-105.907,natural,wildfire,other,other,False,0,False,0.8188764498937512,-0.0862412237221084
SK,56.5613,-105.75,natural,wildfire,other,other,False,0,False,0.6929036777032502,-0.4427720194582024
SK,56.532833,-104.2545,natural,wildfire,other,other,False,0,False,-1.0171065420666177,0.0540094223447038
SK,57.0698,-104.591,natural,wildfire,other,other,False,0,False,-0.0919616282432232,0.2200541259846793
SK,55.9115,-104.9271,natural,wildfire,other,other,False,0,False,0.8818389993233129,-0.3747148302806976
SK,55.722,-105.650002,natural,wildfire,other,other,False,0,False,0.2689864342562206,-0.0308235528772796
SK,55.49668309,-105.00567377,natural,wildfire,other,other,False,0,False,-0.8266518304922256,-0.6370718775791604
SK,55.5729,-104.8125,natural,wildfire,other,other,False,1,False,-0.3018122893272401,-1.2973544416929748
SK,56.5885,-104.4479,natural,wildfire,other,other,False,0,False,-1.1075408656381058,0.1814591804069213
SK,57.474,-102.6354,human,wildfire,other,other,False,0,False,-1.3627700895731674,-0.0617081940376468
SK,57.1475,-108.327,natural,wildfire,other,other,False,0,False,0.0897654278039021,0.1294595334071563
SK,57.1717,-108.25615,natural,wildfire,other,other,False,0,False,0.9482567962079376,0.0814388398011198
SK,57.1783,-107.235,natural,wildfire,other,other,False,2,False,-1.0494024740767691,-0.7664175060076681
SK,57.2105,-107.15,natural,wildfire,other,other,False,3,False,0.0897654278039021,-0.9247877370382752
SK,57.252658,-108.975876,natural,wildfire,other,other,False,0,False,1.2938146414325884,0.2152923886022397
SK,57.2343,-107.091,natural,wildfire,other,other,False,3,False,-0.575909592266915,-1.0241757399763989
SK,57.24479994,-108.95830013,natural,wildfire,other,other,False,0,False,2.3146272065008753,0.2111128820783925
SK,57.071,-108.073,natural,wildfire,other,other,False,0,False,0.1935286657462685,0.0244569465748424
SK,57.40099994,-109.09380013,natural,wildfire,other,other,False,0,False,-0.4815374366609258,0.3233126323290039
SK,56.83329994,-107.30210013,natural,wildfire,other,other,False,0,False,1.10677404714494,-0.0552792966667135
SK,57.2448,-107.9583,natural,wildfire,other,other,False,0,False,0.9017920832569868,-0.1515084313726119
SK,56.7583,-107.296933,natural,wildfire,other,other,False,0,False,-1.1582376635502785,-0.1662878070798134
SK,57.33216923,-106.42757411,natural,wildfire,other,other,False,0,False,0.2143510704232527,-0.4159174976793309
SK,57.1565,-107.398,natural,wildfire,other,other,False,0,False,-0.2328964825260332,-0.5800995080428186
SK,56.564514,-108.36644,natural,wildfire,other,other,False,0,True,1.7617000622224088,-0.7119891524480864
SK,56.8906,-108.6354,natural,wildfire,other,other,False,0,False,1.2220016815628645,-0.1792287035775328
SK,56.81769994,-108.62500013,natural,wildfire,other,other,False,0,False,0.3501367698250861,-0.3095754933048585
SK,56.6403,-107.986467,natural,wildfire,other,other,False,0,False,0.9170260959680768,-0.1875031386222851
SK,56.7212,-107.817,natural,wildfire,other,other,False,0,False,-1.2748424481395593,-0.0969006763272639
SK,56.393799,-107.825996,natural,wildfire,other,other,False,1,False,-0.9246594651442972,-0.8282721055158462
SK,56.59899994,-107.71880013,natural,wildfire,other,other,False,0,False,-0.6170641274392612,-0.3187885794864186
SK,56.455,-107.87,natural,wildfire,other,other,False,0,False,-0.1305959266325919,-0.5955189542755096
SK,56.90099994,-108.71880013,natural,wildfire,other,other,False,0,False,0.430561967991216,-0.1618243586788001
SK,56.3177,-107.4479,natural,wildfire,other,other,False,2,False,1.842701283042616,-1.4085313502820962
SK,56.9287,-103.166,natural,wildfire,other,other,False,0,False,0.1770725068043718,-0.0271279715356265
SK,56.9833,-103.25,natural,wildfire,other,other,False,0,False,-0.0129005512005654,0.0486208959895608
SK,56.6823,-103.25,natural,wildfire,other,other,False,0,False,1.149534239633746,-0.4424332366013412
SK,56.59995986,-103.05203836,natural,wildfire,other,other,False,0,False,-0.8142177668651209,-0.7157944319324769
SK,56.787667,-103.339817,natural,wildfire,other,other,False,0,False,-0.0782573286145435,-0.2115733254884148
SK,56.1563,-103.4792,natural,wildfire,other,other,False,0,False,-1.3627700895731674,-0.710124742692436
SK,55.901,-104.0729,natural,wildfire,other,other,False,0,False,1.3560831543525071,-0.258853075068792
SK,55.29689995,-103.23960014,natural,wildfire,other,other,False,3,False,-0.1214003903614293,-1.4062410293154215
SK,55.2892,-103.733,natural,wildfire,other,other,False,0,False,0.313972298702577,-0.6392052332204581
SK,55.9115,-103.8646,natural,wildfire,other,other,False,0,False,-0.0919616282432232,-0.1031441636245725
SK,56.08364641,-102.32180734,natural,wildfire,other,other,False,0,False,1.5290967692892905,-0.182362587320394
SK,55.3073,-102.2188,natural,wildfire,other,other,False,4,False,1.6300432410386616,-1.524975095895182
SK,55.95469058,-103.58152323,natural,wildfire,other,other,False,0,False,0.997076335054076,-0.2254467520154855
SK,55.8177,-104.0729,natural,wildfire,other,other,False,0,False,-1.2223591994498235,-0.3690978139274231
SK,55.36459994,-104.18750014,natural,wildfire,other,other,False,1,False,1.1957912585650197,-1.0629111828061166
SK,55.344,-102.361,natural,wildfire,other,other,False,5,False,0.1418861376478236,-1.6919323331829093
SK,56.0677,-104.5313,natural,wildfire,other,other,False,0,False,-1.1853188311945069,-0.1438945801755246
SK,55.939999,-102.373001,natural,wildfire,other,other,False,0,False,0.3617459388871759,-0.2561439251183617
SK,55.5958,-103.655,natural,wildfire,other,other,False,0,False,0.1184793186203744,-0.4297397054297556
SK,55.7723,-102.691,natural,wildfire,other,other,False,0,False,0.1499784661595094,-0.3612000098786249
SK,56.4047996,-103.13297669,human,wildfire,other,other,True,3,False,-0.4656304946649917,-2.8210130662253
SK,55.6198,-102.0729,natural,wildfire,other,other,False,4,False,0.1780621625784136,-1.1018033661308784
SK,56.769933,-102.22175,natural,wildfire,other,other,False,0,False,-0.7712878995676008,-0.3460766419651471
SK,55.684167,-103.1505,natural,wildfire,other,other,False,0,False,0.6775746628156352,-0.2955348404310291
SK,55.296533,-104.369167,natural,wildfire,other,other,False,3,False,-1.1432580581660532,-1.1055227818349056
SK,55.4929,-103.259567,natural,wildfire,other,other,False,1,False,0.9402472390324454,-0.8694318767350517
SK,56.068298,-104.57,natural,wildfire,other,other,False,0,False,-0.0066150238653632,-0.1429882163771573
SK,55.7083,-103.6146,natural,wildfire,other,other,False,0,False,-0.2708531698307305,-0.2449825462769545
SK,55.456299,-103.176003,natural,wildfire,other,other,False,1,False,-0.7855089144719057,-0.8770869676184507
SK,55.882999,-104.140999,natural,wildfire,other,other,False,0,False,0.0193340717136521,-0.3347739731682106
SK,55.7604,-102.5208,natural,wildfire,other,other,False,0,False,1.8613606628849508,-0.5166175656825961
SK,55.4115,-102.4479,natural,wildfire,other,other,False,5,True,1.624888748715227,-2.545810977546582
SK,55.352299,-103.209999,natural,wildfire,other,other,False,3,False,0.2684176336243091,-1.211058688908287
SK,55.850333,-102.94345,natural,wildfire,other,other,False,0,False,1.0882597673032002,-0.1161998495321018
SK,55.833801,-102.391998,natural,wildfire,other,other,False,0,False,-1.1931297636210896,-0.4010755711459229
SK,55.7652556,-102.96778105,natural,wildfire,other,other,False,0,False,0.6033320574913157,-0.152170550058535
SK,55.88019994,-103.36460014,natural,wildfire,other,other,False,0,False,1.1437827916184051,-0.1768658327793887
SK,55.370234,-101.999972,natural,wildfire,other,other,False,2,False,-0.2413735252692418,-0.8784564220497613
SK,55.2865,-102.7396,human,wildfire,other,other,False,5,False,-1.3627700895731674,-1.1819817354716204
SK,55.2552,-105.2813,natural,wildfire,other,other,False,4,False,-0.708181887262903,-1.4270888571665683
SK,55.4157,-104.619,natural,wildfire,other,other,False,5,False,-1.0571106186960648,-1.9571728106744308
SK,55.3392,-103.255,natural,wildfire,other,other,False,3,False,2.216134882670035,-1.410028206879495
SK,55.6425,-104.717,natural,wildfire,other,other,False,1,False,-0.3738050453595338,-2.17900144991844
SK,56.4105,-102.837997,natural,wildfire,other,other,False,2,False,1.430656890695187,-1.9323324340103685
SK,55.531967,-103.340683,natural,wildfire,other,other,False,1,False,1.5283813628207872,-0.763623393737439
SK,55.59379994,-104.18750014,natural,wildfire,other,other,False,0,False,1.3884451900714003,-0.7084095595886575
SK,55.901,-103.9271,natural,wildfire,other,other,False,0,False,0.3788399249377576,-0.1554548402288602
SK,56.3553,-102.575,natural,wildfire,other,other,False,1,False,-1.3627700895731674,-0.7679806896113073
SK,55.8633,-102.855,natural,wildfire,other,other,False,0,False,0.3775685501034723,-0.1282635029061879
SK,56.099,-107.0938,natural,wildfire,other,other,False,0,False,1.911066391392736,-0.6887156419372684
SK,55.901,-107.5833,human,wildfire,other,other,False,4,False,0.2831007540965656,-1.3303732399539456
SK,56.292801,-106.768997,natural,wildfire,other,other,False,0,False,-1.2325129925135976,-0.3593492579837281
SK,56.0573,-107.6354,human,wildfire,other,other,False,4,False,-0.7535413502503086,-1.645866629069697
SK,56.5285,-106.964,natural,wildfire,other,other,False,0,False,0.6826021221338999,-0.4393570202638543
SK,55.56151036,-105.69831663,natural,wildfire,other,other,False,0,False,-0.4646389208699276,-0.2177306142681452
SK,55.9323,-107.5104,natural,wildfire,other,other,False,4,False,-1.0308788397425086,-1.3337495633298873
SK,56.7657,-106.687,natural,wildfire,other,other,False,0,False,-1.2886736351638988,-0.6202107349608733
SK,55.47555,-105.911433,natural,wildfire,other,other,False,0,False,0.8103478496418901,-0.3913038600177076
SK,56.2218,-108.616,natural,wildfire,other,other,False,1,False,-0.6416993588743622,-0.8974059358040967
SK,56.4063,-108.7292,human,wildfire,other,other,False,1,False,-1.3627700895731674,-1.426731641482125
SK,56.415583,-109.869517,natural,wildfire,other,other,False,1,False,0.366656756923737,-0.8160156166369884
SK,56.399033,-109.8957,natural,wildfire,other,other,False,1,False,1.0278487864058956,-0.7692680264881254
SK,56.6094,-109.4167,human,wildfire,other,other,False,1,False,-0.6344799900777321,-1.441058753529232
SK,56.62537007,-109.30911145,human,wildfire,other,other,False,1,False,0.9091011701085804,-1.2152992416815322
SK,56.5469,-109.3854,human,wildfire,other,other,True,1,False,-0.5435319435969495,-2.8210130662253
SK,55.57,-107.892,natural,wildfire,other,other,False,1,False,-0.6918725996109416,-0.9380469181570978
SK,55.8468,-107.975,natural,wildfire,other,other,False,1,False,1.6050919527308418,-0.8687279245062292
SK,56.01047672,-109.98963374,human,wildfire,other,other,False,0,False,-1.217367806815581,-0.468817766512136
SK,55.885567,-109.114033,human,wildfire,other,other,False,2,False,-0.5232106971021109,-2.254396098322021
SK,55.8646,-108.6042,human,wildfire,other,other,False,3,False,-1.3627700895731674,-0.9654107383328332
SK,55.4242,-108.404,natural,wildfire,other,other,False,0,False,0.6021464918685798,-0.5188888418629116
SK,55.522735,-106.714103,natural,wildfire,other,other,False,0,False,2.7747908754703436,-0.3541263186461768
SK,55.53277397,-107.48345252,natural,wildfire,other,other,False,1,False,-1.0182231419344216,-0.7287579602943002
SK,55.750301,-107.25,natural,wildfire,other,other,False,3,False,0.7406820618509432,-1.0292762916399203
SK,55.2396,-109.1458,human,wildfire,other,other,False,0,False,0.5585488861664726,-0.1601932771558301
SK,55.680917,-109.596467,natural,wildfire,other,other,False,0,False,2.2849846655176567,-0.3120536960384111
SK,54.9685,-109.2174,natural,req for assist,other,other,False,0,False,0.4439783241878968,-0.051221433989272
SK,55.4925,-108.148,natural,wildfire,other,other,False,0,False,-0.3480294034506625,-0.6146153500924183
SK,54.671,-104.850233,natural,wildfire,other,other,False,0,False,-0.0042337281983855,-0.3757856040294756
SK,55.381367,-106.5091,natural,wildfire,other,other,False,0,False,-0.7742624950399196,-0.2110919535765059
SK,55.34495,-106.427633,natural,wildfire,other,other,False,0,False,0.5904181159597833,-0.3200719219836325
SK,55.4583,-106.0938,natural,wildfire,other,other,False,0,False,-0.8270209564918019,-0.3941507602225229
SK,55.374783,-106.445117,human,wildfire,other,other,False,0,False,-1.077603137615058,-0.2728227068917071
SK,55.039833,-105.902,natural,wildfire,other,other,False,1,True,-0.0512983564474113,-1.3654510297230276
SK,55.136517,-105.74405,natural,wildfire,other,other,False,1,True,2.769534160847037,-2.1002086400955844
SK,54.830783,-107.9642,natural,wildfire,other,other,False,1,False,0.6727367263891956,-0.969622531936146
SK,55.174,-102.922997,human,wildfire,other,other,True,6,False,-0.5731988231716355,-2.8210130662253
SK,55.1406,-102.7604,natural,wildfire,other,other,False,5,False,1.5756898785068454,-1.6120042790023934
SK,54.880483,-103.7008,natural,wildfire,other,other,False,4,False,1.73837393371787,-0.7889963045573574
SK,54.995933,-102.643283,natural,wildfire,other,other,False,3,False,-0.1517151041043203,-1.1953926986797314
SK,55.2382,-102.767,natural,wildfire,other,other,False,4,True,2.5098957108241087,-1.6813195269275207
SK,54.7969,-107.8021,natural,wildfire,other,other,False,0,False,0.7106552967851556,-0.5853399823105974
SK,53.656,-103.859,natural,wildfire,other,other,False,0,False,1.5336303231959674,0.0665249311566083
SK,54.83365,-104.01625,natural,wildfire,other,other,False,0,False,0.619597110180028,-0.6583330084559174
SK,54.152917,-103.533333,natural,wildfire,other,other,False,0,False,-0.4737322805986441,-0.1963510673828999
SK,54.39086047,-103.03793737,natural,wildfire,other,other,False,0,False,-0.9899203442254438,-0.3984170197790685
SK,54.333333,-103.883333,natural,wildfire,other,other,False,0,False,0.5954757894425731,-0.386179224990288
SK,54.16107295,-103.30815914,natural,wildfire,other,other,False,0,False,-0.4438453585099139,-0.4610542577976319
SK,54.47404962,-104.93812237,natural,wildfire,other,other,False,0,False,-1.1644439291992883,-0.120626962150299
SK,54.55763819,-104.59990932,natural,wildfire,other,other,False,0,False,1.9071817608266337,-0.1197591734871378
SK,54.6467,-104.123,natural,wildfire,other,other,False,0,False,0.366656756923737,-0.5970518047405013
SK,54.6771,-104.4792,natural,wildfire,other,other,False,0,False,-1.2074775233273465,-0.2383758638151383
SK,54.776,-104.1771,natural,wildfire,other,other,False,0,False,-1.3627700895731674,-0.4874847169588946
SK,54.39925,-105.963583,natural,wildfire,other,other,False,0,True,-1.277584578363402,-0.5006769799712204
SK,54.5365,-106.3229,natural,wildfire,other,other,False,0,False,-1.353406066078111,-0.1248894688405118
SK,54.4427,-107.1979,natural,wildfire,other,other,False,0,False,-1.3627700895731674,-0.1005631148007201
SK,54.4757,-106.813,human,wildfire,other,other,False,0,False,-0.9325702070213924,0.1270381775553726
SK,54.5052,-106.6979,natural,wildfire,other,other,False,0,True,2.1371204051466166,0.0826443811089357
SK,54.53775,-102.704417,natural,wildfire,other,other,False,1,False,-1.0041336492793254,-0.8574203557167638
SK,53.8605,-105.83,natural,wildfire,other,other,True,2,True,-0.4075017829987646,-2.8210130662253
