province,latitude,longitude,fire_cause,fire_type,response_type,protection_zone,fn_indicator,n_fn_20km,any_evacuation,log_fire_size_ha,log_dist_to_fn_km
NL,53.449,-65.433,natural,unknown,other,other,False,0,False,-0.2878450540058623,0.7399887838228285
NL,53.08,-64.91,natural,unknown,other,other,False,0,False,-0.5146807577296376,0.9222867395429016
NL,53.2,-65.48,natural,unknown,other,other,False,0,False,0.1047482929207241,0.8251767799969052
NL,53.63,-66.13,natural,unknown,other,other,False,0,False,0.6429299344447041,0.5737995483896354
NL,52.97,-64.2,natural,unknown,other,other,False,0,False,0.1330992487953061,1.0269655658523844
NL,53.23,-65.42,natural,unknown,other,other,False,0,False,0.0843726621268882,0.8208977529806483
NL,52.8186701,-64.4018695,natural,unknown,other,other,False,0,False,0.5008441300963378,1.041198452787746
NL,54.5199901,-66.7418481,natural,unknown,other,other,False,0,False,-0.4857733921591039,-0.429655829284376
NL,53.7102152,-66.3326373,natural,unknown,other,other,False,0,False,0.2243103023404883,0.5091314920109631
NL,53.4698637,-66.602965,natural,unknown,other,other,False,0,False,-1.3310638710428486,0.6267309222029805
NL,53.8029496,-64.4530369,natural,unknown,other,other,False,0,False,0.8006951245186805,0.7891708166753539
NL,52.8588357,-64.5807241,natural,unknown,other,other,False,0,False,-0.5733584362255794,1.0143258306731373
NL,52.8999016,-64.3719939,natural,unknown,other,other,False,0,False,-0.6092352580577582,1.0250733947705148
NL,53.053958,-64.3303851,natural,unknown,other,other,False,0,False,-0.9201255621623068,0.9930522804060996
NL,53.597,-66.294,natural,unknown,other,other,False,0,False,-0.7855089144719057,0.5761479873820117
NL,54.202,-65.655,natural,unknown,other,other,False,0,False,0.629625717190804,0.3508566154976579
NL,53.572,-64.792,natural,unknown,other,other,False,0,False,-0.2878450540058623,0.7926464038132703
NL,53.142,-65.196,natural,unknown,other,other,False,0,False,0.6363128301927666,0.8736150065515637
NL,53.403,-65.203,human,unknown,other,other,False,0,False,1.247801525754339,0.7865701158062104
NL,53.697,-65.133,human,unknown,other,other,False,0,False,0.8524519206647302,0.6938175395991297
NL,53.179,-66.415,natural,unknown,other,other,False,0,False,-0.6447211655475092,0.7670092134522501
NL,53.347,-65.763,natural,unknown,other,other,False,0,False,-0.6447211655475092,0.7417589390895296
NL,53.444,-65.388,natural,unknown,other,other,False,0,False,-0.8704496856208912,0.7476817508262957
NL,53.854,-63.639,natural,unknown,other,other,False,0,False,0.4827096976557152,0.9235398813197954
NL,53.589,-65.911,natural,unknown,other,other,False,0,False,0.5471628446572918,0.6194344365655228
NL,54.755,-66.577,natural,unknown,other,other,False,2,False,-0.0511957277818771,-0.9466610729379584
NL,54.29,-65.857,natural,unknown,other,other,False,0,False,0.5879454895369322,0.2287070173049581
NL,52.9,-65.03,natural,unknown,other,other,False,0,False,0.3609237468685081,0.9616158328147598
NL,53.22,-66.78,natural,unknown,other,other,False,0,False,0.8865759076406612,0.7422258430978467
NL,53.4,-66.65,natural,unknown,other,other,False,0,False,0.5879454895369322,0.6605807037988285
NL,53.37,-65.85,natural,unknown,other,other,False,0,False,0.4212963763572154,0.723758387694214
NL,53.3,-65.4,natural,unknown,other,other,False,0,False,-0.6386919303999594,0.7985759493428163
NL,53.37,-65.18,natural,unknown,other,other,False,0,False,-1.0513207153828812,0.8008086464565471
NL,54.849405,-59.529815,unknown,unknown,other,other,False,0,False,-0.2061412139514391,0.6371796968182493
NL,54.17,-61.42,natural,unknown,other,other,False,0,False,-0.6199701556629242,0.402222406514235
NL,54.3119717,-60.7216301,natural,unknown,other,other,False,0,False,-0.696316960127849,0.3124718328602107
NL,54.4704488,-60.4316051,natural,unknown,other,other,False,0,False,0.6088186269911778,0.3970468697935286
NL,54.231259,-62.6777168,natural,unknown,other,other,False,0,False,1.141074868146977,0.7581523019058493
NL,54.2847498,-61.7401315,natural,unknown,other,other,False,0,False,0.8551715366466983,0.54149882541707
NL,54.554,-61.575,natural,unknown,other,other,False,0,False,-0.3505601777035596,0.6109404790703601
NL,54.453,-62.301,natural,unknown,other,other,False,0,False,-0.9454370131785528,0.7250140529901474
NL,54.227,-62.582,natural,unknown,other,other,False,0,False,0.869974022515252,0.7355130311348413
NL,54.3116459,-60.583215,natural,unknown,other,other,False,0,False,0.3356212338656897,0.2913714747212323
NL,54.1275569,-60.6217137,natural,unknown,other,other,False,0,False,0.4542702583907466,0.1352476239509185
NL,54.4259697,-59.4733152,natural,unknown,other,other,False,0,False,0.2904715775105405,0.4195950944960997
NL,54.2025797,-60.3305424,natural,unknown,other,other,False,0,False,-0.1012070530157016,0.1669484747681869
NL,54.175429,-60.968433,unknown,unknown,other,other,False,0,False,-0.405209966368594,0.2674203465711748
NL,54.453,-59.377,natural,unknown,other,other,False,0,False,-0.0414022249822327,0.4522407239377162
NL,53.983,-60.426,natural,unknown,other,other,False,0,False,-0.0417910653668272,-0.0761166040690432
NL,54.48,-59.27,natural,unknown,other,other,False,0,False,-0.6337111321647068,0.4861770123768302
NL,54.367,-58.173,natural,unknown,other,other,False,0,False,-0.8894934907630623,0.6746035067386644
NL,54.153,-59.182,natural,unknown,other,other,False,0,False,0.6806207411219037,0.3171122122760043
NL,53.127,-60.898,natural,unknown,other,other,False,0,False,-0.5731988231716355,0.0350746470007747
NL,52.783,-61.569,natural,unknown,other,other,False,0,False,-1.0455833686493203,0.4902211464823122
NL,53.22,-60.28,natural,unknown,other,other,False,0,False,-0.8806326910888373,-0.4168133303183908
NL,53.92,-61.07,natural,unknown,other,other,False,0,False,0.120588698493096,0.1276684296349936
NL,52.8835256,-61.5976354,natural,unknown,other,other,False,0,False,-0.7264840511036671,0.4566968555890282
NL,53.970307,-60.8819647,natural,unknown,other,other,False,0,False,-1.2231579630302598,0.0762570309920546
NL,53.4751772,-61.9175244,natural,unknown,other,other,False,0,False,-0.3437056799574843,0.4368383155898114
NL,53.920606,-61.0861308,natural,unknown,other,other,False,0,False,-0.2588300166385065,0.1359965995498253
NL,53.0305886,-61.2848151,natural,unknown,other,other,False,0,False,0.2243570219501566,0.2775186970908881
NL,53.984521,-60.641096,unknown,unknown,other,other,False,0,False,0.2787589279346812,-0.0094145805469142
NL,53.317536,-60.490618,unknown,unknown,other,other,False,0,False,-0.5756524740164171,-0.4972338791168358
NL,53.837676,-60.588148,unknown,unknown,other,other,False,0,False,0.8454443018565967,-0.2213877379998602
NL,53.861775,-60.79081,unknown,unknown,other,other,False,0,False,-0.2985382225082668,-0.0704073726947569
NL,53.538,-60.471,human,unknown,other,other,False,1,False,1.9012532598851972,-0.8527668847795868
NL,53.316,-60.243,human,unknown,other,other,False,0,False,-0.6103349077160916,-0.6931660867609578
NL,53.37,-60.905,natural,unknown,other,other,False,0,False,0.0897654278039021,-0.1419441607982136
NL,53.314,-60.544,human,unknown,other,other,False,0,False,-0.4145534187955601,-0.4379578035887994
NL,53.87,-60.77,natural,unknown,other,other,False,0,False,-1.0398976329304177,-0.0742818235269203
NL,52.7,-61.42,natural,unknown,other,other,False,0,False,1.655115549035889,0.4882293014522604
NL,53.2756582,-60.0100636,unknown,unknown,other,other,False,0,False,1.0282782722832755,-0.594271528513917
NL,53.36,-61.29,natural,unknown,other,other,False,0,False,-0.8909824432189395,0.141064218789069
NL,53.05,-61.12,natural,unknown,other,other,False,0,False,-0.6610860932909304,0.1970217031949213
NL,54.0750876,-57.5326386,natural,unknown,other,other,False,0,False,0.1112198076945848,0.7625823705839239
NL,54.03,-57.62,natural,unknown,other,other,False,0,False,1.0862195270174,0.7352978700572548
NL,52.439,-55.969,human,unknown,other,other,False,0,False,-0.5850303858187442,1.1140063934026108
NL,52.429,-55.94,human,unknown,other,other,False,0,False,-0.2526750273213799,1.1191577757530495
NL,53.65,-57.7,natural,unknown,other,other,False,0,False,-1.3627700895731674,0.6777489831744653
NL,52.9142484,-57.7802717,natural,unknown,other,other,False,0,False,0.27140655528047,0.7107961826877288
NL,52.569699,-56.9730822,natural,unknown,other,other,False,0,False,0.4350010061463063,0.9384802601150752
NL,52.827733,-56.393793,unknown,unknown,other,other,False,0,False,0.1890417163596635,1.0087238713070152
NL,52.878,-57.803,human,unknown,other,other,False,0,False,-1.1623464105772825,0.7118613054919704
NL,53.342,-63.302,natural,unknown,other,other,False,0,False,-0.6704810478107414,0.8504721664375205
NL,53.41629,-58.534728,unknown,unknown,other,other,False,0,False,0.2396758735426467,0.384416368454525
NL,52.862,-59.429,natural,unknown,other,other,False,0,False,-0.8381014017660084,0.2290479250528481
NL,53.174,-58.609,natural,unknown,other,other,False,0,False,-0.7631985974394121,0.3915356408924739
NL,53.417,-63.949,natural,unknown,other,other,False,0,False,-0.1190632834211599,0.9600949603804012
NL,53.236,-63.884,natural,unknown,other,other,False,0,False,-0.9262337125962706,0.9730152605408118
NL,52.48,-62.354,natural,unknown,other,other,False,0,False,-1.0768025548288296,0.7743077903952864
NL,52.48,-63.07,natural,unknown,other,other,False,0,False,1.3194266402009236,0.9080459232806032
NL,52.37,-62.58,natural,unknown,other,other,False,0,False,0.3459384147993164,0.8442459497348822
NL,53.0910342,-63.0547569,natural,unknown,other,other,False,0,False,-0.398015423452249,0.8130768906280283
NL,52.6956279,-62.6103898,natural,unknown,other,other,False,0,False,0.0816003728671534,0.7754348735495794
NL,52.1758647,-61.8127187,natural,unknown,other,other,False,0,False,-0.7146741400832988,0.7742173191638309
NL,53.046484,-63.0593576,natural,unknown,other,other,False,0,False,0.7823465469512924,0.8189427775109667
NL,52.14422,-61.8217991,natural,unknown,other,other,False,0,False,0.4311634794601676,0.7862926335865993
NL,53.3258225,-63.3675426,natural,unknown,other,other,False,0,False,-0.5132407435925981,0.8655425666939971
NL,53.287,-63.351,natural,unknown,other,other,False,0,False,-0.1823451709238883,0.8638839755662435
NL,53.831,-64.046,natural,unknown,other,other,False,0,False,-0.4889116846829537,0.8590098426813108
NL,53.692,-63.506,natural,unknown,other,other,False,0,False,-0.9669208599923896,0.891095975193789
NL,52.178,-62.698,natural,unknown,other,other,False,0,False,-1.097127779619692,0.8892798303735966
NL,53.155,-63.72,natural,unknown,other,other,False,0,False,0.0897654278039021,0.9467253815482952
NL,52.827,-62.555,natural,unknown,other,other,False,0,False,-0.8381014017660084,0.7355602286325246
NL,53.663,-64.219,natural,unknown,other,other,False,0,False,0.4869364087739937,0.8644249291076758
NL,53.21,-64.226,natural,unknown,other,other,False,0,False,-0.951969991496809,0.9687454093413186
NL,53.187,-63.461,natural,unknown,other,other,False,0,False,0.9090057720214286,0.8932107516221942
NL,53.111,-64.064,natural,unknown,other,other,False,0,False,-1.1075408656381058,1.0109799340106589
NL,53.287,-63.351,natural,unknown,other,other,False,0,False,-0.1823451709238883,0.8638839755662435
NL,53.4,-64.08,natural,unknown,other,other,False,0,False,-1.3627700895731674,0.9450972415996314
NL,52.43,-62.28,natural,unknown,other,other,False,0,False,1.2060006576513196,0.7737501365435534
NL,53.589,-61.346,natural,unknown,other,other,False,0,False,-0.8704496856208912,0.1579357509519901
NL,53.501,-62.249,natural,unknown,other,other,False,0,False,-0.8647036458180848,0.55856900351336
NL,53.4901359,-61.3180153,natural,unknown,other,other,False,0,False,1.4140089876887805,0.1381804518698027
NL,53.5778589,-61.7537841,natural,unknown,other,other,False,0,False,0.024649913800603,0.3673208291303451
NL,53.760132,-61.5507596,natural,unknown,other,other,False,0,False,-0.2075340635077208,0.2977825245053632
NL,53.737215,-61.248268,unknown,unknown,other,other,False,0,False,0.1969477507280589,0.1323474773113341
NL,53.769939,-61.279184,unknown,unknown,other,other,False,0,False,-0.2547418290045301,0.1617949679262366
NL,53.258161,-62.164211,unknown,unknown,other,other,False,0,False,-0.3860142209390985,0.5479469547842694
NL,53.763,-61.191,natural,unknown,other,other,False,0,False,-0.3958909141498554,0.1083398697947359
NL,53.27,-62.2,human,unknown,other,other,False,0,False,0.9657497281958034,0.5583912170499904
NL,53.73,-61.32,natural,unknown,other,other,False,0,False,-0.3244793451106256,0.1712693015677846
NL,53.033567,-56.475938,unknown,unknown,other,other,False,0,False,-0.6594376355952597,0.97716798741388
NL,53.039666,-56.156545,unknown,unknown,other,other,False,0,False,-1.0778956031261848,1.0326513828738737
NL,52.815,-67.039,human,unknown,other,other,False,0,False,-0.432339061192021,0.9009341997033528
NL,52.776,-66.898,human,unknown,other,other,False,0,False,0.7917942002036457,0.9130294739167992
NL,53.019,-66.605,human,unknown,other,other,False,0,False,-0.8519629227695937,0.8263183879438531
NL,52.9254629,-66.7456165,human,unknown,other,other,False,0,False,1.7482586651772245,0.8600966181106324
NL,53.107,-66.9,natural,unknown,other,other,False,0,False,-0.2708531698307305,0.7900360160531269
NL,52.921,-66.957,human,unknown,other,other,False,0,False,-0.5777232521203063,0.8622508541181466
NL,52.9,-67.08,human,unknown,other,other,False,0,False,0.3459384147993164,0.8715543865859855
NL,52.43,-61.547,natural,unknown,other,other,False,0,False,-0.968604110055724,0.6353913064307171
NL,52.33,-61.17,natural,unknown,other,other,False,0,False,-1.3627700895731674,0.6193431055637915
NL,52.34,-61.53,natural,unknown,other,other,False,0,False,-0.5073263887496826,0.6693623376347937
NL,53.05,-60.92,natural,unknown,other,other,False,0,False,-0.0919616282432232,0.1096842235053915
NL,52.0,-60.42,natural,unknown,other,other,False,0,False,-0.2328964825260332,0.7099790489778727
NL,52.17,-61.08,natural,unknown,other,other,False,0,False,-0.3480294034506625,0.6820927640559807
NL,52.4652391,-59.8159699,natural,unknown,other,other,False,0,False,-0.2391925516000519,0.4562689504054695
NL,52.2281369,-61.6350818,natural,unknown,other,other,False,0,False,0.4395902400498059,0.729269604798636
NL,52.1648659,-60.607127,natural,unknown,other,other,False,0,False,-0.0403329815315526,0.6408448012334322
NL,52.541,-61.458,natural,unknown,other,other,False,0,False,-1.263991365748961,0.5704319160970227
NL,52.569,-60.373,natural,unknown,other,other,False,0,False,-0.6199701556629242,0.3840669727039288
NL,52.288,-60.949,human,unknown,other,other,False,0,False,-0.7855089144719057,0.6121705716503751
NL,52.148,-60.778,natural,unknown,other,other,False,0,False,-0.149220674106411,0.6619056505004695
NL,52.1,-59.92,natural,unknown,other,other,False,0,False,-1.3627700895731674,0.6584615289760622
NL,52.28,-60.98,natural,unknown,other,other,False,0,False,0.0232063535425779,0.6198670175197262
NL,52.33,-66.07,natural,unknown,other,other,False,0,False,0.0639766381172208,0.938956938091468
NL,52.2265346,-66.0003391,natural,unknown,other,other,False,0,False,1.0144864680606922,0.9059630916813576
NL,52.3494681,-66.3380426,natural,unknown,other,other,False,0,False,-1.153019399779711,0.9422700973539034
NL,52.7026859,-66.3160207,natural,unknown,other,other,False,0,False,-0.5776642262821892,0.9441543110840804
NL,52.483,-65.547,natural,unknown,other,other,False,0,False,-0.2597738322457776,1.0031835663985276
NL,52.441,-66.164,natural,unknown,other,other,False,0,False,-1.010408435295077,0.972904237586138
NL,52.255,-65.753,natural,unknown,other,other,False,0,False,0.9507209077654444,0.9239518477446124
NL,52.95,-66.0,natural,unknown,other,other,False,0,False,0.2457267140942943,0.8734080847212544
NL,52.42,-65.5,natural,unknown,other,other,False,0,False,-0.2328964825260332,0.986704681541662
NL,52.3,-66.05,natural,unknown,other,other,False,0,False,0.8842435801778463,0.9294973484205068
NL,52.37,-65.48,natural,unknown,other,other,False,0,False,-0.0511957277818771,0.9723542001223934
NL,51.937,-64.776,natural,unknown,other,other,False,0,False,1.044665146737925,0.7692744955875079
NL,52.688,-64.47,natural,unknown,other,other,False,0,False,0.0897654278039021,1.0120577074028898
NL,52.634,-63.402,natural,unknown,other,other,False,0,False,-0.6704810478107414,0.9419897285234936
NL,52.786,-58.853,natural,unknown,other,other,False,0,False,-0.3480294034506625,0.4486685103583342
NL,52.683341,-57.551923,unknown,unknown,other,other,False,0,False,0.3839351091986772,0.8070876671664707
NL,52.197,-57.936,natural,unknown,other,other,False,0,False,1.1482334608252551,0.8489902749062826
NL,51.78,-56.41,human,unknown,other,other,False,0,False,0.907881340616027,1.1434239488158873
NL,50.387,-57.3,human,unknown,other,other,False,0,False,0.1889553236276901,0.9618557250155996
NL,49.876,-56.837,human,unknown,other,other,False,0,False,-1.1856723057647949,0.954599525179362
NL,49.798,-55.956,human,unknown,other,other,False,0,False,0.6803726311971385,0.8783362197578204
NL,49.9,-55.77,human,unknown,other,other,False,0,False,-0.6621231075107978,0.9106518256520372
NL,49.392,-54.017,human,unknown,other,other,False,0,False,-0.2328964825260332,0.8507967237179364
NL,49.95,-56.08,human,unknown,other,other,False,0,False,-0.8165364947309711,0.9343643544197886
NL,49.334,-56.219,human,unknown,other,other,False,0,False,0.6485657584271578,0.7054855024877171
NL,49.291,-56.603,human,unknown,other,other,False,0,False,-0.948695061759646,0.7278090160079749
NL,49.2,-55.45,human,unknown,other,other,False,0,False,-0.9421956726123216,0.6144603635458333
NL,48.93,-56.23,natural,unknown,other,other,False,0,False,0.4741705239333476,0.500913569598293
NL,48.981,-55.972,human,unknown,other,other,False,0,False,-0.5279702885625341,0.4998197359687103
NL,49.226,-57.226,human,unknown,other,other,False,0,False,-1.353406066078111,0.7907846130362027
NL,49.002,-55.711,human,unknown,other,other,False,0,False,1.5279433279033965,0.4981829476752913
NL,49.826,-56.392,human,unknown,other,other,False,0,False,0.7022015093156811,0.9072675087833892
NL,49.196,-55.239,human,unknown,other,other,False,0,False,0.1271727166239206,0.6228973450006497
NL,48.658,-55.487,human,unknown,other,other,False,0,False,1.314805105447894,0.2419949452990564
NL,49.031,-56.095,human,unknown,other,other,False,0,False,-0.1359904972903232,0.5414462682513399
NL,49.759,-56.242,human,unknown,other,other,False,0,False,-0.5304934856268539,0.8758524053432755
NL,48.82,-55.53,human,unknown,other,other,False,0,False,-0.3744630985425814,0.3733532051633183
NL,48.77,-55.63,human,unknown,other,other,False,0,False,-0.3837485124951915,0.3329412871873071
NL,49.133,-57.366,human,unknown,other,other,False,0,False,-0.5467119858242351,0.7835807432603955
NL,48.88,-58.47,human,unknown,other,other,False,0,False,-1.0196595866090972,0.8961958577238257
NL,48.93,-56.95,human,unknown,other,other,False,0,False,-0.8197246983394002,0.6312317746370297
NL,48.927,-55.978,human,unknown,other,other,False,0,False,0.0179200665932165,0.4665610513958514
NL,47.47,-53.62,human,unknown,other,other,False,0,False,-0.9230891288701464,0.6831138873224738
NL,48.62,-54.6,natural,unknown,other,other,False,0,False,0.7403436093527758,0.427623969759497
NL,48.37,-53.97,human,unknown,other,other,False,0,False,-0.6918725996109416,0.5637920112057446
NL,48.5,-54.33,human,unknown,other,other,False,0,False,-0.9554270285117876,0.4699001117352801
NL,48.352,-58.67,human,unknown,other,other,False,0,False,-1.2942919834926612,0.912814280766248
NL,48.584,-58.606,human,unknown,other,other,False,0,False,-1.235077134063598,0.9218855564874928
NL,48.295,-58.588,human,unknown,other,other,False,0,False,-1.2223591994498235,0.8895297495112665
NL,47.83,-54.52,human,unknown,other,other,False,0,False,-0.958571200587605,0.2399045013336501
NL,48.192,-55.33,human,unknown,other,other,False,0,False,2.133146031004014,-0.2953357983383165
NL,48.114,-56.257,human,unknown,other,other,False,0,False,-0.106874420361414,-0.1776288554514481
NL,48.085,-56.409,human,unknown,other,other,False,0,False,0.0082918856742764,-0.071492977667165
NL,47.83,-54.52,human,unknown,other,other,False,0,False,-0.958571200587605,0.2399045013336501
NL,47.72,-59.261,human,unknown,other,other,False,0,False,-0.5073263887496826,0.7978812840453677
NL,48.014,-55.786,human,unknown,other,other,False,1,False,-0.2597738322457776,-0.9108792963481152
NL,47.63,-58.96,human,unknown,other,other,False,0,False,-0.4145534187955601,0.801559138776638
NL,47.49,-56.08,human,unknown,other,other,False,0,False,-0.5296513002587819,-0.2330548069736595
NL,47.147,-53.512,human,unknown,other,other,False,0,False,-1.0342625879518883,0.7735214808316363
NL,46.95,-55.483,human,unknown,other,other,False,0,False,-0.8436095849936999,0.3634938707151806
NL,49.7,-54.55,human,unknown,other,other,False,0,False,-1.3627700895731674,0.8872809733085866
NL,49.62,-54.67,human,unknown,other,other,False,0,False,-1.3627700895731674,0.8495041837560934
NB,47.72635,-67.22542,human,unknown,other,other,False,0,False,0.3532673360328809,-0.1314429610476044
NB,46.92,-65.62,human,unknown,other,intensive,False,8,False,-0.5179770365185232,-1.6198248532664243
NB,47.74378,-66.33825,human,unknown,other,other,False,1,False,0.6522087657758127,-2.206058935984888
NB,47.18,-67.2,human,unknown,other,intensive,False,0,False,-1.1669432310222705,-0.0872557804566754
NB,47.5,-65.18,human,unknown,other,intensive,False,1,False,-0.2328964825260332,-0.8969704794833628
NB,47.28,-65.1,human,unknown,other,intensive,False,2,False,-0.7140135683256885,-1.6824775438961208
NB,47.48,-65.13,human,unknown,other,intensive,False,1,False,-1.1509985290105047,-1.0198179789177606
NB,47.55,-65.3,human,unknown,other,intensive,False,0,False,0.1325090899987197,-0.6146538195356687
NB,47.28,-65.27,human,unknown,other,intensive,False,2,False,1.6377048466312452,-1.2689580557277338
NB,47.02,-65.58,human,unknown,other,intensive,False,5,False,0.4884511319665195,-1.6768946622170402
NB,47.4,-65.63,human,unknown,other,intensive,False,1,False,-0.0386870197164699,-0.9343431672911658
NB,47.44819,-65.67773,human,unknown,other,other,False,1,False,-0.2804257540735509,-1.2443437581322507
NB,47.46228,-65.29143,human,unknown,other,other,False,1,False,-1.283104788344754,-0.9374492926732264
NB,47.53883,-65.25097,human,unknown,other,other,False,0,False,-0.5330267957324817,-0.6867901678143913
NB,47.4,-66.13,human,unknown,other,intensive,False,0,False,-0.4287416694364899,-0.3256221723867822
NB,47.67,-66.47,human,unknown,other,intensive,False,1,False,-0.6810863305946024,-1.2187509665871004
NB,47.43,-66.55,human,unknown,other,intensive,False,0,False,-1.1880529489755107,-0.3339834740946094
NB,47.17586,-66.46537,natural,unknown,other,other,False,0,False,-0.918401393969217,-0.1623075347191495
NB,47.28473,-66.06504,human,unknown,other,other,False,0,False,0.2555224936614275,-0.4379585997567212
NB,46.72,-66.92,human,unknown,other,intensive,False,0,False,0.590053146819202,-0.0387807212132063
NB,46.85,-66.47,human,unknown,other,intensive,False,0,False,-0.6704810478107414,-0.2265436416255065
NB,47.07589,-66.56548,natural,unknown,other,other,False,0,False,-1.070830289684043,-0.1232797062230338
NB,46.99839,-66.5327,natural,unknown,other,other,False,0,False,-0.6810863305946024,-0.1806964271157588
NB,46.47,-66.28,human,unknown,other,intensive,False,0,False,-0.9856878534070116,-0.0424381936232887
NB,46.88,-65.7,human,unknown,other,intensive,False,7,False,-1.0286773378361689,-1.2370078311841315
NB,46.22,-65.48,human,unknown,other,intensive,False,0,False,0.05736161148697,-0.2246202228239538
NB,46.93413,-65.41892,human,unknown,other,other,False,2,False,-1.2402368363920993,-1.0485794604992418
NB,46.43845,-65.40006,human,unknown,other,other,False,0,False,-1.182118069453142,-0.4656459465270249
NB,45.98,-64.32,human,unknown,other,intensive,False,1,False,-0.8178629590692813,-0.853551436472366
NB,45.92,-65.65,human,unknown,other,intensive,False,0,False,0.3984552269755197,-0.0151164722051218
NB,45.85,-66.23,human,unknown,other,intensive,False,1,False,-0.2614234026258981,-0.7843496772466295
NB,45.67505,-65.50173,human,unknown,other,other,False,0,False,-0.38844287908909,0.0490574544735808
NB,45.88,-64.3,human,unknown,other,intensive,False,1,False,-0.9262337125962706,-0.9141025028582582
NB,45.88,-64.5,human,unknown,other,intensive,False,1,False,-1.1465158150063104,-2.4371892365058536
NB,45.6,-66.7,human,unknown,other,intensive,False,0,False,-1.024981069844774,-0.4558826864960925
NB,45.91057,-66.3582,human,grass,other,other,False,1,False,-0.903022045812594,-1.1587414857034364
NB,45.27588,-66.58571,human,unknown,other,other,False,0,False,-1.038013697034242,-0.2956262930954623
NB,46.58783,-65.721,human,forest,other,other,False,0,False,-0.4596158545881789,-0.5359618138905835
NS,43.88,-65.22,human,unknown,other,intensive,False,0,False,-0.7242357861484121,-0.3185485179887437
NS,45.919332,-60.349889,human,unknown,other,other,False,3,False,-1.090961291437632,-0.8092538390683678
NS,46.111471,-60.107748,human,unknown,other,other,False,3,False,-1.302814270246955,-1.550479407757087
NS,43.888017,-64.806256,human,unknown,other,other,False,0,False,-0.8112583010081663,-0.354213614061338
NS,44.86893,-63.474715,human,unknown,other,other,False,1,False,-0.6758781124587552,-1.0604968202191334
NS,43.791497,-65.790354,human,unknown,other,other,False,0,False,-0.7459005502215251,-0.5946504991441736
NS,43.57685,-65.730877,human,unknown,other,other,False,0,False,-0.4810696482898325,-0.2378328495976712
NS,44.745605,-63.36839,human,unknown,other,other,False,1,False,0.0737711526828504,-0.95925434278052
NS,44.596036,-63.605452,human,unknown,other,other,False,3,False,-0.5905667134072987,-1.2126461359353966
NS,44.109651,-65.392116,human,unknown,other,other,False,0,False,-0.4928694936401289,-0.4004549810167489
NS,43.988765,-65.70595,human,unknown,other,other,False,0,False,-0.9753822986094308,-0.3474227916308727
NS,43.969542,-65.654988,human,unknown,other,other,False,0,False,-1.2223591994498235,-0.2957606053771119
NS,44.01148,-65.7171,human,unknown,other,other,False,0,False,-1.3599462872952983,-0.3366116205059309
NS,44.5103661,-65.2860711,human,unknown,other,other,False,0,False,-1.162314350374624,-0.6251134490861189
NS,43.9492411,-65.6711309,human,unknown,full,intensive,False,0,False,-0.8661352659663142,-0.3341248806395679
YT,67.91171667,-138.75923333,natural,unknown,other,wilderness,False,0,False,-0.31902790717057,1.8921063333098904
YT,65.25503333,-135.90073333,natural,unknown,other,wilderness,False,0,False,-1.3627700895731674,1.6083022108567109
YT,66.49645,-138.04438333,natural,unknown,other,wilderness,False,0,False,0.0232063535425779,1.764613709137067
YT,66.30716667,-136.76021667,natural,unknown,other,wilderness,False,0,False,-1.3627700895731674,1.7319442003026382
YT,67.4881,-140.64163333,natural,unknown,other,wilderness,False,0,False,0.2190088757116668,1.8814385309549495
YT,67.3575,-137.6194444,natural,unknown,other,wilderness,False,0,False,1.7022083406358737,1.8365956937608885
YT,67.4730556,-137.1722222,natural,unknown,other,wilderness,False,0,False,0.4656886929044318,1.842713116815066
YT,67.1038889,-137.5122222,natural,unknown,other,wilderness,False,0,False,0.6687266192391661,1.8136775087770116
YT,68.047323,-138.649252,natural,unknown,other,other,False,0,False,0.2088062887763158,1.90154310121086
YT,67.3,-137.35,natural,unknown,other,other,False,0,False,-0.4889116846829537,1.8293214203649035
YT,67.04685,-137.037776,natural,unknown,other,other,False,0,False,0.121766883535274,1.80437868091048
YT,67.099722,-137.35,natural,unknown,other,other,False,0,False,-0.3517404481549651,1.8118204914193696
YT,67.949722,-138.83,natural,unknown,other,other,False,0,False,0.742801162507627,1.8957122211168012
YT,67.629722,-140.366667,natural,unknown,other,other,False,0,True,2.257035567672397,1.8884225688542369
YT,67.709047,-140.215098,natural,unknown,other,other,False,0,False,-0.5671417685906042,1.89246674342425
YT,67.133333,-137.199722,natural,unknown,other,other,False,0,False,-0.8757680261081552,1.813469014469045
YT,67.283333,-137.179722,natural,unknown,other,other,False,0,False,-0.9531202375380518,1.8264558542591776
YT,67.766667,-137.619722,natural,unknown,other,other,False,0,False,-0.8318936499291623,1.870645090224834
YT,68.0,-138.8,natural,unknown,other,other,False,0,False,0.8411168898080734,1.899293074919835
YT,67.8,-138.066667,natural,unknown,other,other,False,0,False,-0.8369507568702121,1.877034325183558
YT,67.372371,-140.380743,natural,unknown,other,other,False,0,False,-0.480189585763858,1.869156275090033
YT,67.435855,-137.926298,natural,unknown,other,other,False,0,False,-1.2601836021822483,1.845994531024353
YT,66.9005556,-136.5630556,natural,unknown,other,wilderness,False,0,False,-1.3290930676478097,1.7871857275719167
YT,67.4486,-136.990706,natural,unknown,other,other,False,0,False,0.2044848260966266,1.839247950513163
YT,67.5,-137.0,natural,unknown,other,other,False,0,False,0.2898504492911131,1.843708454244608
